;"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"-135.743,85 EUR";"-34.111,57 EUR";"-78.869,85 EUR";"-60.381,96 EUR";"-45.232,04 EUR";"-22.356,81 EUR";"-22.264,30 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"-261.401,89 EUR";"-250.220,04 EUR";"-240.285,12 EUR";"-240.285,12 EUR";"-240.285,12 EUR";"-240.285,12 EUR";"-240.285,12 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Ertäge";"";"-63,18 EUR";"";"-155,26 EUR";"-155,29 EUR";"-155,26 EUR";"-92,07 EUR";"-92,06 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge (Summe 1-9)";"";"-397.208,92 EUR";"-284.331,61 EUR";"-319.310,23 EUR";"-300.822,37 EUR";"-285.672,42 EUR";"-262.734,00 EUR";"-262.641,48 EUR"
"11 - Personalaufwendungen";"";"318.728,98 EUR";"320.848,59 EUR";"338.561,36 EUR";"339.816,69 EUR";"340.030,65 EUR";"343.545,09 EUR";"349.591,53 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"0,00 EUR";"1.997.278,13 EUR";"1.870.898,36 EUR";"1.883.340,68 EUR";"1.883.340,68 EUR";"1.907.206,88 EUR";"1.955.655,08 EUR";"2.005.556,88 EUR"
"14 - Bilanzielle Abschreibungen";"";"167.249,69 EUR";"77.270,24 EUR";"177.937,29 EUR";"157.243,60 EUR";"116.190,55 EUR";"91.516,40 EUR";"67.008,27 EUR"
"15 - Transferaufwendungen";"";"31.112,78 EUR";"30.900,00 EUR";"30.900,00 EUR";"30.900,00 EUR";"30.900,00 EUR";"30.900,00 EUR";"30.900,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"";"2.445.413,53 EUR";"2.554.384,71 EUR";"2.434.454,56 EUR";"2.434.454,56 EUR";"2.434.454,56 EUR";"2.434.454,56 EUR";"2.434.454,56 EUR"
"17 = Ordentliche Aufwendungen (Summe 11-16)";"0,00 EUR";"4.959.783,11 EUR";"4.854.301,90 EUR";"4.865.193,89 EUR";"4.845.755,53 EUR";"4.828.782,64 EUR";"4.856.071,13 EUR";"4.887.511,24 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"0,00 EUR";"4.562.574,19 EUR";"4.569.970,29 EUR";"4.545.883,66 EUR";"4.544.933,16 EUR";"4.543.110,22 EUR";"4.593.337,13 EUR";"4.624.869,76 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"0,00 EUR";"4.562.574,19 EUR";"4.569.970,29 EUR";"4.545.883,66 EUR";"4.544.933,16 EUR";"4.543.110,22 EUR";"4.593.337,13 EUR";"4.624.869,76 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"0,00 EUR";"4.562.574,19 EUR";"4.569.970,29 EUR";"4.545.883,66 EUR";"4.544.933,16 EUR";"4.543.110,22 EUR";"4.593.337,13 EUR";"4.624.869,76 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"";"343.020,84 EUR";"313.008,70 EUR";"307.095,76 EUR";"303.657,33 EUR";"306.202,31 EUR";"308.546,47 EUR";"311.033,45 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"0,00 EUR";"4.905.595,03 EUR";"4.882.978,99 EUR";"4.852.979,42 EUR";"4.848.590,49 EUR";"4.849.312,53 EUR";"4.901.883,60 EUR";"4.935.903,21 EUR"
