;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-38,77;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-40398,33;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;-1409,80;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-41846,90;;;;;;;
11 - Personalaufwendungen;87657,11;;;;;;;
12 - Versorgungsaufwendungen;0,06;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;4190,48;;;;;;;
14 - Bilanzielle Abschreibungen;1718,68;;;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;9515,22;;;;;;;
17 = Ordentliche Aufwendungen (Summe 11-16);103081,55;;;;;;;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);61234,65;;;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);61234,65;;;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);61234,65;;;;;;;
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;14537,98;;;;;;;
29 = Ergebnis  (= 26, 27, 28);75772,63;;;;;;;
