;"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"-39,29 EUR";"-15,59 EUR";"-39,25 EUR";"-39,24 EUR";"-39,25 EUR";"-39,24 EUR";"-39,25 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"-411,12 EUR";"-393,48 EUR";"-360,84 EUR";"-360,84 EUR";"-360,84 EUR";"-360,84 EUR";"-360,84 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"";"-171.087,65 EUR";"";"";"";"";"";""
"7 + Sonstige ordentliche Ertäge";"";"-21,65 EUR";"";"-129,84 EUR";"-129,84 EUR";"-129,84 EUR";"-129,84 EUR";"-129,84 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge (Summe 1-9)";"";"-171.559,71 EUR";"-409,07 EUR";"-529,93 EUR";"-529,92 EUR";"-529,93 EUR";"-529,92 EUR";"-529,93 EUR"
"11 - Personalaufwendungen";"";"413.194,16 EUR";"416.255,90 EUR";"444.989,49 EUR";"448.536,56 EUR";"450.943,45 EUR";"454.425,85 EUR";"459.164,05 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"";"5.345.710,07 EUR";"5.513.130,68 EUR";"5.513.031,68 EUR";"5.513.031,68 EUR";"5.513.067,44 EUR";"5.513.140,16 EUR";"5.513.215,16 EUR"
"14 - Bilanzielle Abschreibungen";"";"158,88 EUR";"125,22 EUR";"342,10 EUR";"342,06 EUR";"342,10 EUR";"342,06 EUR";"342,10 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"";"354.575,63 EUR";"10.532,52 EUR";"6.617,64 EUR";"6.617,64 EUR";"6.617,64 EUR";"6.617,64 EUR";"6.617,64 EUR"
"17 = Ordentliche Aufwendungen (Summe 11-16)";"";"6.113.638,74 EUR";"5.940.044,32 EUR";"5.964.980,91 EUR";"5.968.527,94 EUR";"5.970.970,63 EUR";"5.974.525,71 EUR";"5.979.338,95 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"";"5.942.079,03 EUR";"5.939.635,25 EUR";"5.964.450,98 EUR";"5.967.998,02 EUR";"5.970.440,70 EUR";"5.973.995,79 EUR";"5.978.809,02 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"";"5.942.079,03 EUR";"5.939.635,25 EUR";"5.964.450,98 EUR";"5.967.998,02 EUR";"5.970.440,70 EUR";"5.973.995,79 EUR";"5.978.809,02 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"";"5.942.079,03 EUR";"5.939.635,25 EUR";"5.964.450,98 EUR";"5.967.998,02 EUR";"5.970.440,70 EUR";"5.973.995,79 EUR";"5.978.809,02 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"";"530.636,77 EUR";"552.111,79 EUR";"469.978,16 EUR";"460.767,02 EUR";"464.471,41 EUR";"463.961,05 EUR";"463.400,51 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"";"6.472.715,80 EUR";"6.491.747,04 EUR";"6.434.429,14 EUR";"6.428.765,04 EUR";"6.434.912,11 EUR";"6.437.956,84 EUR";"6.442.209,53 EUR"
