;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-259243,15;-44786,84;-93122,99;-74612,84;-60701,52;-37495,54;-36848,03
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;-1300,00;;;;;
5 + Privatrechtliche Leistungsentgelte;;-436665,96;-417987,00;-382009,80;-382009,80;-382009,80;-382009,80;-382009,80
6 + Kostenerstattungen und Kostenumlagen;;-1582,49;;;;;;
7 + Sonstige ordentliche Ertäge;;-5665,18;-6000,00;-6063,20;-6063,22;-6063,20;-6000,00;-6000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);;-703156,78;-470073,84;-481195,99;-462685,86;-448774,52;-425505,34;-424857,83
11 - Personalaufwendungen;;477958,13;473442,59;581714,97;586209,38;589340,92;595308,94;603404,26
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;0,00;3145398,46;2907875,40;2793235,60;2793235,60;2831178,40;2908202,44;2987537,20
14 - Bilanzielle Abschreibungen;;183112,30;98546,98;184508,37;156140,20;118323,57;93512,90;67602,80
15 - Transferaufwendungen;;34072,44;39500,00;39500,00;39500,00;39500,00;39500,00;39500,00
16 - Sonstige ordentliche Aufwendungen;;3922163,64;4104574,20;3685517,00;3685517,00;3685517,00;3685517,00;3685517,00
17 = Ordentliche Aufwendungen (Summe 11-16);0,00;7762704,97;7623939,17;7284475,94;7260602,18;7263859,89;7322041,28;7383561,26
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);0,00;7059548,19;7153865,33;6803279,95;6797916,32;6815085,37;6896535,94;6958703,43
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);0,00;7059548,19;7153865,33;6803279,95;6797916,32;6815085,37;6896535,94;6958703,43
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);0,00;7059548,19;7153865,33;6803279,95;6797916,32;6815085,37;6896535,94;6958703,43
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;462546,14;413608,55;394701,91;389607,79;393700,71;397463,83;401362,15
29 = Ergebnis  (= 26, 27, 28);0,00;7522094,33;7567473,88;7197981,86;7187524,11;7208786,08;7293999,77;7360065,58
