;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-339367,09;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-20378,89;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-29388,36;0,00;;;;;;
7 + Sonstige ordentliche Ertäge;-132291,19;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-521425,53;0,00;;;;;;
11 - Personalaufwendungen;504400,75;;;;;;;
12 - Versorgungsaufwendungen;0,70;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;5352794,52;0,00;;;;;;
14 - Bilanzielle Abschreibungen;141420,68;;;;;;;
15 - Transferaufwendungen;222317,24;;;;;;;
16 - Sonstige ordentliche Aufwendungen;7099091,25;;;;;;;
17 = Ordentliche Aufwendungen (Summe 11-16);13320025,14;0,00;;;;;;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);12798599,61;0,00;;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);12798599,61;0,00;;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);12798599,61;0,00;;;;;;
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;791193,00;;;;;;;
29 = Ergebnis  (= 26, 27, 28);13589792,61;0,00;;;;;;
