;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-2568,66;-2987,61;;-3345,13;-3345,12;-2173,57;-2067,06;-2067,07
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-54417,10;-66407,00;-38000,00;-29000,00;-29000,00;-29000,00;-29000,00;-29000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;-121,50;-45,00;-100,00;-100,00;-100,00;-100,00;-100,00;-100,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-57107,26;-69439,61;-38100,00;-32445,13;-32445,12;-31273,57;-31167,06;-31167,07
11 - Personalaufwendungen;277076,05;278393,28;267553,31;105717,06;106851,43;107842,13;109185,42;110753,03
12 - Versorgungsaufwendungen;0,23;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;416249,48;323975,34;288393,64;314131,60;314131,60;318148,76;326303,20;334702,24
14 - Bilanzielle Abschreibungen;15496,93;15350,58;13385,77;18669,40;18082,42;16452,97;16181,91;15431,39
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1546980,40;1575755,49;1580074,36;1614881,20;1614881,20;1614881,20;1614881,20;1614881,20
17 = Ordentliche Aufwendungen (Summe 11-16);2255803,09;2193474,69;2149407,08;2053399,26;2053946,65;2057325,06;2066551,73;2075767,86
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);2198695,83;2124035,08;2111307,08;2020954,13;2021501,53;2026051,49;2035384,67;2044600,79
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);2198695,83;2124035,08;2111307,08;2020954,13;2021501,53;2026051,49;2035384,67;2044600,79
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);2198695,83;2124035,08;2111307,08;2020954,13;2021501,53;2026051,49;2035384,67;2044600,79
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;92948,12;57803,46;59668,03;46566,32;45961,24;46466,11;46892,38;47331,75
29 = Ergebnis  (= 26, 27, 28);2291643,95;2181838,54;2170975,11;2067520,45;2067462,77;2072517,60;2082277,05;2091932,54
