;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-221784,30;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-11899,04;0,00;;;;;;
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-233683,34;0,00;;;;;;
11 - Personalaufwendungen;295020,21;;;;;;;
12 - Versorgungsaufwendungen;0,32;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1542444,59;0,00;;;;;;
14 - Bilanzielle Abschreibungen;130783,54;;;;;;;
15 - Transferaufwendungen;208141,57;;;;;;;
16 - Sonstige ordentliche Aufwendungen;2011217,92;;;;;;;
17 = Ordentliche Aufwendungen (Summe 11-16);4187608,15;0,00;;;;;;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);3953924,81;0,00;;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);3953924,81;0,00;;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);3953924,81;0,00;;;;;;
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;325977,94;;;;;;;
29 = Ergebnis  (= 26, 27, 28);4279902,75;0,00;;;;;;
