;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-256262,29;-256250,00;-256250,00;-256250,00;-256250,00;-256250,00;-256250,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-252818,84;-568,00;;;;;;
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-252818,84;-256830,29;-256250,00;-256250,00;-256250,00;-256250,00;-256250,00;-256250,00
11 - Personalaufwendungen;;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;;;;;;
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;1759138,91;1898122,00;2500000,00;2500000,00;2500000,00;2500000,00;2500000,00;2500000,00
16 - Sonstige ordentliche Aufwendungen;5700014,28;;;;;;;
17 = Ordentliche Aufwendungen;7459153,19;1898122,00;2500000,00;2500000,00;2500000,00;2500000,00;2500000,00;2500000,00
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);7206334,35;1641291,71;2243750,00;2243750,00;2243750,00;2243750,00;2243750,00;2243750,00
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;219,61;;;;;;
21 = Finanzergebnis (=19 +20);;219,61;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);7206334,35;1641511,32;2243750,00;2243750,00;2243750,00;2243750,00;2243750,00;2243750,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);7206334,35;1641511,32;2243750,00;2243750,00;2243750,00;2243750,00;2243750,00;2243750,00
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;;;;;
29 = Ergebnis  (= 26, 27, 28);7206334,35;1641511,32;2243750,00;2243750,00;2243750,00;2243750,00;2243750,00;2243750,00
