;"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-322.416,70 EUR";"-14.015,76 EUR";"-71.077,01 EUR";"-73.438,60 EUR";"-72.585,89 EUR";"-71.449,96 EUR";"-70.591,37 EUR";"-70.000,00 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-622,00 EUR";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Ertäge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"-110,87 EUR";"-586,91 EUR";"-43,20 EUR";"-594,72 EUR";"-644,16 EUR";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-323.149,57 EUR";"-14.602,67 EUR";"-71.120,21 EUR";"-74.033,32 EUR";"-73.230,05 EUR";"-71.449,96 EUR";"-70.591,37 EUR";"-70.000,00 EUR"
"11 - Personalaufwendungen";"479.301,24 EUR";"427.965,90 EUR";"432.559,56 EUR";"371.575,98 EUR";"378.612,38 EUR";"386.166,86 EUR";"393.965,90 EUR";"400.858,67 EUR"
"12 - Versorgungsaufwendungen";"0,33 EUR";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"16.776,13 EUR";"19.882,16 EUR";"86.889,88 EUR";"91.484,84 EUR";"91.978,84 EUR";"92.487,84 EUR";"93.011,84 EUR";"93.551,84 EUR"
"14 - Bilanzielle Abschreibungen";"11.417,29 EUR";"11.631,94 EUR";"5.857,81 EUR";"5.896,08 EUR";"4.683,96 EUR";"3.214,72 EUR";"1.778,94 EUR";"691,84 EUR"
"15 - Transferaufwendungen";"6.763,89 EUR";"10.000,00 EUR";"10.000,00 EUR";"10.000,00 EUR";"10.000,00 EUR";"10.000,00 EUR";"10.000,00 EUR";"10.000,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"43.923,10 EUR";"50.083,96 EUR";"40.097,96 EUR";"47.830,40 EUR";"48.590,40 EUR";"48.590,40 EUR";"48.590,40 EUR";"48.590,40 EUR"
"17 = Ordentliche Aufwendungen";"558.181,98 EUR";"519.563,96 EUR";"575.405,21 EUR";"526.787,30 EUR";"533.865,58 EUR";"540.459,82 EUR";"547.347,08 EUR";"553.692,75 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"235.032,41 EUR";"504.961,29 EUR";"504.285,00 EUR";"452.753,98 EUR";"460.635,53 EUR";"469.009,86 EUR";"476.755,71 EUR";"483.692,75 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"235.032,41 EUR";"504.961,29 EUR";"504.285,00 EUR";"452.753,98 EUR";"460.635,53 EUR";"469.009,86 EUR";"476.755,71 EUR";"483.692,75 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"235.032,41 EUR";"504.961,29 EUR";"504.285,00 EUR";"452.753,98 EUR";"460.635,53 EUR";"469.009,86 EUR";"476.755,71 EUR";"483.692,75 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"116.396,77 EUR";"125.146,76 EUR";"155.149,85 EUR";"133.662,67 EUR";"133.306,69 EUR";"133.994,50 EUR";"134.355,93 EUR";"134.662,36 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"351.429,18 EUR";"630.108,05 EUR";"659.434,85 EUR";"586.416,65 EUR";"593.942,22 EUR";"603.004,36 EUR";"611.111,64 EUR";"618.355,11 EUR"
