;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1273,78;-10847,50;-1362,12;-2568,88;-2568,88;-1169,32;-1163,69;-1162,12
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-55891,50;-22884,00;-117600,00;-117600,00;-117600,00;-117600,00;-117600,00;-117600,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-7695,17;-7780,54;-7600,00;-7600,00;-7600,00;-7600,00;-7600,00;-7600,00
7 + Sonstige ordentliche Ertäge;-1459,85;-1193,10;-5100,00;-5100,00;-5100,00;-5100,00;-5100,00;-5100,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-66320,30;-42705,14;-131662,12;-132868,88;-132868,88;-131469,32;-131463,69;-131462,12
11 - Personalaufwendungen;548768,25;557472,97;665111,50;593839,83;601664,08;608925,51;616154,16;623184,07
12 - Versorgungsaufwendungen;0,33;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;17743,47;26028,49;29790,24;22288,44;22808,52;23344,12;23895,96;24464,28
14 - Bilanzielle Abschreibungen;2434,20;2563,03;2495,92;2453,73;1496,64;92,76;87,12;85,56
15 - Transferaufwendungen;486132,21;285284,10;265000,00;126150,00;56150,00;46150,00;7450,00;7450,00
16 - Sonstige ordentliche Aufwendungen;45416,18;45825,72;56734,70;54653,16;54653,16;54653,16;54653,16;54653,16
17 = Ordentliche Aufwendungen;1100494,64;917174,31;1019132,36;799385,16;736772,40;733165,55;702240,40;709837,07
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);1034174,34;874469,17;887470,24;666516,28;603903,52;601696,23;570776,71;578374,95
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);1034174,34;874469,17;887470,24;666516,28;603903,52;601696,23;570776,71;578374,95
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);1034174,34;874469,17;887470,24;666516,28;603903,52;601696,23;570776,71;578374,95
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;142119,58;97953,16;135108,25;115342,14;114785,45;115552,35;115868,69;116162,56
29 = Ergebnis  (= 26, 27, 28);1176293,92;972422,33;1022578,49;781858,42;718688,97;717248,58;686645,40;694537,51
