;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-216,37;-121,52;-23,52;-23,52;-23,52;-23,52;-23,52;-23,52
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-123001,25;-95511,00;-92050,00;-92050,00;-92050,00;-92050,00;-92050,00;-92050,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-3151,00;;;;;;
7 + Sonstige ordentliche Ertäge;;-9377,00;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-123217,62;-108160,52;-92073,52;-92073,52;-92073,52;-92073,52;-92073,52;-92073,52
11 - Personalaufwendungen;1395407,37;1436831,50;1551965,40;1463025,09;1479675,30;1493858,75;1507816,26;1522244,94
12 - Versorgungsaufwendungen;0,92;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;40525,92;56729,81;64180,56;49931,16;51135,84;52376,64;53654,64;54970,92
14 - Bilanzielle Abschreibungen;4051,97;2939,47;2815,37;2673,63;349,91;339,84;339,83;339,83
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;118421,92;123381,86;166967,81;162146,43;162146,43;162146,43;162146,43;162146,43
17 = Ordentliche Aufwendungen;1558408,10;1619882,64;1785929,14;1677776,31;1693307,48;1708721,66;1723957,16;1739702,12
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);1435190,48;1511722,12;1693855,62;1585702,79;1601233,96;1616648,14;1631883,64;1647628,60
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);1435190,48;1511722,12;1693855,62;1585702,79;1601233,96;1616648,14;1631883,64;1647628,60
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);1435190,48;1511722,12;1693855,62;1585702,79;1601233,96;1616648,14;1631883,64;1647628,60
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;521914,74;455249,50;310792,42;269768,20;268270,70;269964,67;270549,14;271126,41
29 = Ergebnis  (= 26, 27, 28);1957105,22;1966971,62;2004648,04;1855470,99;1869504,66;1886612,81;1902432,78;1918755,01
