;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-727467,47;-1227626,36;-1166196,17;-1396367,79;-1396234,76;-1396101,87;-1396101,88;-1396101,87
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;-833,28;-833,28;-833,28;-833,28;-833,28;-833,28
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-192358,21;-977095,37;-683000,00;-754000,00;-754000,00;-754000,00;-754000,00;-754000,00
7 + Sonstige ordentliche Ertäge;-1831,21;-332564,61;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-921656,89;-2537286,34;-1850029,45;-2151201,07;-2151068,04;-2150935,15;-2150935,16;-2150935,15
11 - Personalaufwendungen;404661,39;729608,12;828592,89;1085189,57;1097216,25;1107334,49;1117501,86;1128281,65
12 - Versorgungsaufwendungen;0,31;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;257227,76;859069,38;810448,20;713091,76;714988,48;716941,80;718953,68;721026,12
14 - Bilanzielle Abschreibungen;646,78;869,40;502,82;874,46;741,43;608,54;608,55;608,54
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1383945,17;1514058,14;1222959,53;1298917,24;1302758,64;1302758,64;1302758,64;1302758,64
17 = Ordentliche Aufwendungen;2046481,41;3103605,04;2862503,44;3098073,03;3115704,80;3127643,47;3139822,73;3152674,95
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);1124824,52;566318,70;1012473,99;946871,96;964636,76;976708,32;988887,57;1001739,80
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);1124824,52;566318,70;1012473,99;946871,96;964636,76;976708,32;988887,57;1001739,80
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);1124824,52;566318,70;1012473,99;946871,96;964636,76;976708,32;988887,57;1001739,80
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;378341,75;601204,25;447019,34;542253,39;540111,03;541805,49;542205,73;542601,12
29 = Ergebnis  (= 26, 27, 28);1503166,27;1167522,95;1459493,33;1489125,35;1504747,79;1518513,81;1531093,30;1544340,92
