;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-114192,54;-155025,50;-99203,08;-103370,47;-103369,87;-102910,59;-102904,23;-102902,20
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-190640,58;-226274,36;-171600,00;-231600,00;-231600,00;-231600,00;-231600,00;-231600,00
5 + Privatrechtliche Leistungsentgelte;-4984,00;-4572,00;-4250,00;-18500,00;-18500,00;-18500,00;-18500,00;-18500,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;-146,77;-24,82;0,00;0,00;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-309963,89;-385896,68;-275053,08;-353470,47;-353469,87;-353010,59;-353004,23;-353002,20
11 - Personalaufwendungen;233445,60;237492,68;261309,15;245351,59;250096,47;255254,07;260506,47;265079,11
12 - Versorgungsaufwendungen;0,18;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;194847,14;165848,25;166511,24;170583,56;170838,20;171100,40;171370,40;171648,68
14 - Bilanzielle Abschreibungen;19790,45;20470,91;15859,55;18785,61;18278,39;14436,45;9826,23;9353,16
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;36679,58;44415,65;20655,16;17626,22;17626,22;17626,22;17626,22;17626,22
17 = Ordentliche Aufwendungen;484762,95;468227,49;464335,10;452346,98;456839,28;458417,14;459329,32;463707,17
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);174799,06;82330,81;189282,02;98876,51;103369,41;105406,55;106325,09;110704,97
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);174799,06;82330,81;189282,02;98876,51;103369,41;105406,55;106325,09;110704,97
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);174799,06;82330,81;189282,02;98876,51;103369,41;105406,55;106325,09;110704,97
27 + Erträge aus internen Leistungsbeziehungen;-9491,76;-7608,82;-12000,00;-12000,00;-12000,00;-12000,00;-12000,00;-12000,00
28 - Aufwendungen aus internen Leistungsbeziehungen;63631,26;42562,48;49071,55;41665,70;41258,47;41783,90;42010,84;42195,78
29 = Ergebnis  (= 26, 27, 28);228938,56;117284,47;226353,57;128542,21;132627,88;135190,45;136335,93;140900,75
