;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-22095758,79;-24132299,02;-22560131,66;-28376892,17;-28088392,26;-28731966,88;-27452807,89;-27927763,14
3 + Sonstige Transfererträge;0,00;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-8743471,84;-9039361,64;-7650814,54;-5106000,00;-5022000,00;-5034000,00;-4998000,00;-4959000,00
5 + Privatrechtliche Leistungsentgelte;-676157,80;-920174,66;-922500,00;-1322500,00;-1322500,00;-1322500,00;-1322500,00;-1322500,00
6 + Kostenerstattungen und Kostenumlagen;-25,55;-5537,45;;;;;;
7 + Sonstige ordentliche Ertäge;-1010970,21;-769509,65;-2599,68;-698,67;-532,43;-380,63;-152,27;-121,27
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-32526384,19;-34866882,42;-31136045,88;-34806090,84;-34433424,69;-35088847,51;-33773460,16;-34209384,41
11 - Personalaufwendungen;24766370,02;25853385,24;28068481,66;29170298,01;29632504,14;30111790,97;30669166,47;31217372,90
12 - Versorgungsaufwendungen;21,54;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3482790,62;3818752,99;4182872,56;4910473,48;5018052,48;4945752,48;5041851,48;5135626,48
14 - Bilanzielle Abschreibungen;104518,07;89524,27;45968,11;85525,65;77816,01;70776,79;66582,87;60291,77
15 - Transferaufwendungen;32273363,58;31599221,82;33508000,00;35616000,00;35547000,00;36818000,00;36360000,00;37220000,00
16 - Sonstige ordentliche Aufwendungen;5748535,11;5821225,34;5276933,13;5397230,00;5466930,00;5467930,00;5377130,00;5378130,00
17 = Ordentliche Aufwendungen;66375598,94;67182109,66;71082255,46;75179527,14;75742302,63;77414250,24;77514730,82;79011421,15
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);33849214,75;32315227,24;39946209,58;40373436,30;41308877,94;42325402,73;43741270,66;44802036,74
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);33849214,75;32315227,24;39946209,58;40373436,30;41308877,94;42325402,73;43741270,66;44802036,74
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);33849214,75;32315227,24;39946209,58;40373436,30;41308877,94;42325402,73;43741270,66;44802036,74
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;4725475,43;3573568,08;3996515,14;3421243,79;3395820,58;3437073,92;3465766,39;3493050,65
29 = Ergebnis  (= 26, 27, 28);38574690,18;35888795,32;43942724,72;43794680,09;44704698,52;45762476,65;47207037,05;48295087,39
