;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-336230,00;-321250,58;-317613,06;-317168,15;-316723,19;-316723,19;-316723,19
3 + Sonstige Transfererträge;0,00;-1880950,81;-1981300,00;-1270500,00;-1115500,00;-1115500,00;-1115500,00;-1115500,00
4 + Öffentlich-rechtliche Leistungsentgelte;;;-5083,20;-5083,20;-5083,20;-5083,20;-5083,20;-5083,20
5 + Privatrechtliche Leistungsentgelte;0,00;19237,95;-500,00;-500,00;-500,00;-500,00;-500,00;-500,00
6 + Kostenerstattungen und Kostenumlagen;0,00;-15605128,41;-10385600,00;-17650800,00;-26290800,00;-33830600,00;-33830600,00;-33830600,00
7 + Sonstige ordentliche Ertäge;0,00;-3494803,19;-250,00;0,00;0,00;0,00;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;0,00;-21297874,46;-12693983,78;-19244496,26;-27729051,35;-35268406,39;-35268406,39;-35268406,39
11 - Personalaufwendungen;;6638648,89;7081741,39;6938609,59;7014939,61;7080168,06;7153263,90;7233705,82
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;8168546,28;7933518,48;7923649,28;7915522,24;7922571,00;7729801,60;7737219,32
14 - Bilanzielle Abschreibungen;;5639,93;4596,50;2399,72;1954,90;1509,97;1509,94;1509,97
15 - Transferaufwendungen;0,00;74115548,00;75807790,00;82484290,00;84927490,00;86848290,00;86921290,00;86994290,00
16 - Sonstige ordentliche Aufwendungen;;2182600,77;953312,40;832215,84;874897,32;874897,32;874897,32;874897,32
17 = Ordentliche Aufwendungen;0,00;91110983,87;91780958,77;98181164,43;100734804,07;102727436,35;102680762,76;102841622,43
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);0,00;69813109,41;79086974,99;78936668,17;73005752,72;67459029,96;67412356,37;67573216,04
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);0,00;69813109,41;79086974,99;78936668,17;73005752,72;67459029,96;67412356,37;67573216,04
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);0,00;69813109,41;79086974,99;78936668,17;73005752,72;67459029,96;67412356,37;67573216,04
27 + Erträge aus internen Leistungsbeziehungen;;0,00;-30560,88;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;1854022,65;1981586,30;1745143,41;1725111,69;1737710,49;1729983,48;1732376,10
29 = Ergebnis  (= 26, 27, 28);0,00;71667132,06;81038000,41;80681811,58;74730864,41;69196740,45;69142339,85;69305592,14
