;"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-7.854.322,35 EUR";"-8.275.211,00 EUR";"-8.279.404,00 EUR";"-9.454.674,00 EUR";"-9.454.674,00 EUR";"-9.454.674,00 EUR";"-9.454.674,00 EUR";"-9.454.674,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Ertäge";"-559.350,00 EUR";"-528.942,04 EUR";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-8.413.672,35 EUR";"-8.804.153,04 EUR";"-8.279.404,00 EUR";"-9.454.674,00 EUR";"-9.454.674,00 EUR";"-9.454.674,00 EUR";"-9.454.674,00 EUR";"-9.454.674,00 EUR"
"11 - Personalaufwendungen";"";"";"";"";"";"";"";""
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"12.510.595,00 EUR";"14.437.696,00 EUR";"12.600.582,00 EUR";"14.219.627,00 EUR";"14.219.627,00 EUR";"14.219.627,00 EUR";"14.219.627,00 EUR";"14.219.627,00 EUR"
"14 - Bilanzielle Abschreibungen";"";"";"";"";"";"";"";""
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"1.398.199,00 EUR";"1.670.920,05 EUR";"";"";"";"";"";""
"17 = Ordentliche Aufwendungen";"13.908.794,00 EUR";"16.108.616,05 EUR";"12.600.582,00 EUR";"14.219.627,00 EUR";"14.219.627,00 EUR";"14.219.627,00 EUR";"14.219.627,00 EUR";"14.219.627,00 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"5.495.121,65 EUR";"7.304.463,01 EUR";"4.321.178,00 EUR";"4.764.953,00 EUR";"4.764.953,00 EUR";"4.764.953,00 EUR";"4.764.953,00 EUR";"4.764.953,00 EUR"
"19 + Finanzerträge";"";"";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"5.495.121,65 EUR";"7.304.463,01 EUR";"4.321.178,00 EUR";"4.764.953,00 EUR";"4.764.953,00 EUR";"4.764.953,00 EUR";"4.764.953,00 EUR";"4.764.953,00 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"5.495.121,65 EUR";"7.304.463,01 EUR";"4.321.178,00 EUR";"4.764.953,00 EUR";"4.764.953,00 EUR";"4.764.953,00 EUR";"4.764.953,00 EUR";"4.764.953,00 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"-4.174.631,00 EUR";"-4.321.178,00 EUR";"-4.321.178,00 EUR";"-4.764.953,00 EUR";"-4.764.953,00 EUR";"-4.764.953,00 EUR";"-4.764.953,00 EUR";"-4.764.953,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"50.604,00 EUR";"50.604,00 EUR";"50.604,00 EUR";"50.604,00 EUR";"50.604,00 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"1.320.490,65 EUR";"2.983.285,01 EUR";"0,00 EUR";"50.604,00 EUR";"50.604,00 EUR";"50.604,00 EUR";"50.604,00 EUR";"50.604,00 EUR"
