;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-18,21;-0,96;-19,56;-18,36;-8,52;-0,36;-0,36
3 + Sonstige Transfererträge;;-5614,63;-11500,00;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;0,00;-24630,00;-4000,00;-5000,00;-5000,00;-5000,00;-5000,00;-5000,00
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;0,00;-30262,84;-15500,96;-15019,56;-15018,36;-15008,52;-15000,36;-15000,36
11 - Personalaufwendungen;;19067,67;19680,82;18539,88;19714,00;19997,92;20287,60;20560,00
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;824,79;1239,72;1014,24;1059,84;1076,16;1093,20;1110,48
14 - Bilanzielle Abschreibungen;;136,10;31,44;95,76;27,36;12,96;4,32;4,32
15 - Transferaufwendungen;0,00;96257,36;460000,00;396200,00;395900,00;395600,00;395300,00;395000,00
16 - Sonstige ordentliche Aufwendungen;;73113,78;2193,64;1828,39;1854,61;1854,61;1854,61;1854,61
17 = Ordentliche Aufwendungen;0,00;189399,70;483145,62;417678,27;418555,81;418541,65;418539,73;418529,41
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);0,00;159136,86;467644,66;402658,71;403537,45;403533,13;403539,37;403529,05
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);0,00;159136,86;467644,66;402658,71;403537,45;403533,13;403539,37;403529,05
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);0,00;159136,86;467644,66;402658,71;403537,45;403533,13;403539,37;403529,05
27 + Erträge aus internen Leistungsbeziehungen;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;3472,83;4481,74;3861,84;4015,54;4043,24;4055,96;4067,52
29 = Ergebnis  (= 26, 27, 28);0,00;162609,69;472126,40;406520,55;407552,99;407576,37;407595,33;407596,57
