;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1130280,05;-1146062,59;-544300,00;-601991,17;-601991,15;-601884,92;-601668,39;-601595,36
3 + Sonstige Transfererträge;;;0,00;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-307449,21;-277904,04;-58851,80;-102644,00;-102644,00;-102644,00;-102644,00;-102644,00
5 + Privatrechtliche Leistungsentgelte;-27659,59;-16285,00;-10100,00;-12500,00;-12500,00;-12500,00;-12500,00;-12500,00
6 + Kostenerstattungen und Kostenumlagen;-17248,33;-32461,15;-34700,00;-184700,00;-184700,00;-184700,00;-184700,00;-184700,00
7 + Sonstige ordentliche Ertäge;-130758,05;-61415,61;0,00;-182142,44;-182142,44;-182142,44;-182142,44;-182142,44
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1613395,23;-1534128,39;-647951,80;-1083977,61;-1083977,59;-1083871,36;-1083654,83;-1083581,80
11 - Personalaufwendungen;3516580,17;3180791,36;3349309,25;2779892,97;2825750,00;2874005,96;2926813,66;2976231,59
12 - Versorgungsaufwendungen;2,66;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3105224,59;2162644,43;2086888,08;2443827,92;2184751,92;2472094,20;2566866,20;2582081,76
14 - Bilanzielle Abschreibungen;85681,08;52325,87;30585,08;33549,86;30509,88;27702,99;26968,27;24850,36
15 - Transferaufwendungen;2201065,33;1569732,00;1633490,00;1633490,00;1633490,00;1633490,00;1633490,00;1633490,00
16 - Sonstige ordentliche Aufwendungen;1603712,74;1323290,58;1383240,82;1368729,49;1368729,49;1368729,49;1368729,49;1368729,49
17 = Ordentliche Aufwendungen;10512266,57;8288784,24;8483513,23;8259490,24;8043231,29;8376022,64;8522867,62;8585383,20
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);8898871,34;6754655,85;7835561,43;7175512,63;6959253,70;7292151,28;7439212,79;7501801,40
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);8898871,34;6754655,85;7835561,43;7175512,63;6959253,70;7292151,28;7439212,79;7501801,40
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);8898871,34;6754655,85;7835561,43;7175512,63;6959253,70;7292151,28;7439212,79;7501801,40
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;1598851,52;424290,91;307828,41;493087,53;474278,46;494141,06;500917,55;503409,77
29 = Ergebnis  (= 26, 27, 28);10497722,86;7178946,76;8143389,84;7668600,16;7433532,16;7786292,34;7940130,34;8005211,17
