;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1422955,75;-2612,33;;-4046,90;-4046,90;-4046,90;-4046,91;-4046,93
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;-216,54;0,00;0,00;0,00;;
5 + Privatrechtliche Leistungsentgelte;-2020004,11;-1847629,90;-2631743,00;-2174320,00;-2174320,00;-2174320,00;-2174320,00;-2174320,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;-1067,04;-710,27;-150,00;-314,40;-314,40;-314,40;-314,40;-314,40
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-3444026,90;-1850952,50;-2632109,54;-2178681,30;-2178681,30;-2178681,30;-2178681,31;-2178681,33
11 - Personalaufwendungen;4078211,72;3933283,90;3956121,57;4382918,54;4460397,62;4542537,16;4631215,82;4713334,14
12 - Versorgungsaufwendungen;3,49;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3049410,39;3251123,83;3235550,56;2707795,08;2707795,08;2745120,96;2820893,36;2898937,32
14 - Bilanzielle Abschreibungen;44307,50;87637,30;32055,80;32950,40;31520,22;27974,60;24776,55;19280,99
15 - Transferaufwendungen;1418957,00;;0,00;0,00;;;;
16 - Sonstige ordentliche Aufwendungen;4465734,44;4663786,35;6529055,53;5706350,17;5668350,17;5668350,17;5668350,17;5668350,17
17 = Ordentliche Aufwendungen;13056624,54;11935831,38;13752783,46;12830014,19;12868063,09;12983982,89;13145235,90;13299902,62
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);9612597,64;10084878,88;11120673,92;10651332,89;10689381,79;10805301,59;10966554,59;11121221,29
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);9612597,64;10084878,88;11120673,92;10651332,89;10689381,79;10805301,59;10966554,59;11121221,29
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);9612597,64;10084878,88;11120673,92;10651332,89;10689381,79;10805301,59;10966554,59;11121221,29
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;918219,96;632351,37;670350,09;514232,48;507304,11;517266,83;524349,09;531026,11
29 = Ergebnis  (= 26, 27, 28);10530817,60;10717230,25;11791024,01;11165565,37;11196685,90;11322568,42;11490903,68;11652247,40
