;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-2089,06;-650,09;-5,52;-650,88;-650,88;-8,88;-6,25;-5,52
3 + Sonstige Transfererträge;-63343,82;-18855,40;-25550,00;-25550,00;-25550,00;-25550,00;-25550,00;-25550,00
4 + Öffentlich-rechtliche Leistungsentgelte;-58567,67;0,00;0,00;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;0,00;;;;;
7 + Sonstige ordentliche Ertäge;-462593,62;-5475,47;0,00;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-586594,17;-24980,96;-25555,52;-26200,88;-26200,88;-25558,88;-25556,25;-25555,52
11 - Personalaufwendungen;448547,81;255715,45;305089,57;272397,03;275986,23;279317,19;282632,99;285857,43
12 - Versorgungsaufwendungen;0,30;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;22506,43;11376,83;11765,52;8943,48;9182,04;9427,80;9680,88;9941,52
14 - Bilanzielle Abschreibungen;2463,36;1175,72;1144,92;1125,60;686,54;42,63;39,98;39,27
15 - Transferaufwendungen;61054,17;40780,87;231100,00;231100,00;231100,00;231100,00;231100,00;231100,00
16 - Sonstige ordentliche Aufwendungen;46314,03;19854,08;25639,30;24684,56;24684,56;24684,56;24684,56;24684,56
17 = Ordentliche Aufwendungen;580886,10;328902,95;574739,31;538250,67;541639,37;544572,18;548138,41;551622,78
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);-5708,07;303921,99;549183,79;512049,79;515438,49;519013,30;522582,16;526067,26
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);-5708,07;303921,99;549183,79;512049,79;515438,49;519013,30;522582,16;526067,26
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);-5708,07;303921,99;549183,79;512049,79;515438,49;519013,30;522582,16;526067,26
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;310201,41;43717,16;91781,71;52336,98;52083,63;52434,52;52580,11;52715,14
29 = Ergebnis  (= 26, 27, 28);304493,34;347639,15;640965,50;564386,77;567522,12;571447,82;575162,27;578782,40
