;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;11644,27;-12552,62;-507,92;-7,56;-7,56;-7,56;-7,56;-7,56
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-50634,98;-118845,57;-47600,00;-54400,00;-54400,00;-54400,00;-54400,00;-54400,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-259503,80;-49808,92;-31950,00;-31950,00;-31950,00;-31950,00;-31950,00;-31950,00
7 + Sonstige ordentliche Ertäge;-42835,02;10555,04;-5000,00;-5000,00;-5000,00;-5000,00;-5000,00;-5000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-341329,53;-170652,07;-85057,92;-91357,56;-91357,56;-91357,56;-91357,56;-91357,56
11 - Personalaufwendungen;967929,04;898703,92;982490,92;729733,66;737689,22;744759,32;754518,45;765865,61
12 - Versorgungsaufwendungen;0,50;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;417956,01;180368,57;142396,04;143505,68;143885,00;144275,80;144678,44;145042,92
14 - Bilanzielle Abschreibungen;3307,06;2662,30;2688,72;1450,42;574,65;556,78;360,49;347,76
15 - Transferaufwendungen;235058,48;182513,04;188645,00;188645,00;188645,00;188645,00;188645,00;188645,00
16 - Sonstige ordentliche Aufwendungen;35249,58;37671,29;43805,24;43708,08;43708,08;43708,08;43708,08;43708,08
17 = Ordentliche Aufwendungen;1659500,67;1301919,12;1360025,92;1107042,84;1114501,95;1121944,98;1131910,46;1143609,37
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);1318171,14;1131267,05;1274968,00;1015685,28;1023144,39;1030587,42;1040552,90;1052251,81
19 + Finanzerträge;;;0,00;0,00;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;0,00;0,00;;;;
22 = Ordentliches Ergebnis (=18 + 21);1318171,14;1131267,05;1274968,00;1015685,28;1023144,39;1030587,42;1040552,90;1052251,81
23 + Außerordentliche Erträge;;;0,00;0,00;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;0,00;0,00;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);1318171,14;1131267,05;1274968,00;1015685,28;1023144,39;1030587,42;1040552,90;1052251,81
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;264190,13;173684,86;188564,89;256800,65;255838,36;256742,54;257149,06;257613,45
29 = Ergebnis  (= 26, 27, 28);1582361,27;1304951,91;1463532,89;1272485,93;1278982,75;1287329,96;1297701,96;1309865,26
