"";"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-298,37 EUR";"";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-1.819.050,57 EUR";"-1.533.700,29 EUR";"-1.975.000,00 EUR";"-1.975.000,00 EUR";"-1.975.000,00 EUR";"-1.975.000,00 EUR";"-1.975.000,00 EUR";"-1.975.000,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-11.954,82 EUR";"-27.635,15 EUR";"-35.800,00 EUR";"-35.800,00 EUR";"-35.800,00 EUR";"-35.800,00 EUR";"-35.800,00 EUR";"-35.800,00 EUR"
"7 + Sonstige ordentliche Ertäge";"-46.098,08 EUR";"-233.105,18 EUR";"-34.750,00 EUR";"-34.750,00 EUR";"-34.750,00 EUR";"-34.750,00 EUR";"-34.750,00 EUR";"-34.750,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-1.877.401,84 EUR";"-1.794.440,62 EUR";"-2.045.550,00 EUR";"-2.045.550,00 EUR";"-2.045.550,00 EUR";"-2.045.550,00 EUR";"-2.045.550,00 EUR";"-2.045.550,00 EUR"
"11 - Personalaufwendungen";"2.290.594,56 EUR";"2.595.248,10 EUR";"2.737.919,19 EUR";"2.405.483,59 EUR";"2.438.337,91 EUR";"2.469.401,05 EUR";"2.500.415,84 EUR";"2.530.168,78 EUR"
"12 - Versorgungsaufwendungen";"1,46 EUR";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"61.831,76 EUR";"102.733,03 EUR";"119.151,08 EUR";"93.031,88 EUR";"95.240,00 EUR";"97.514,36 EUR";"99.856,92 EUR";"102.269,84 EUR"
"14 - Bilanzielle Abschreibungen";"4.496,99 EUR";"4.457,66 EUR";"4.409,76 EUR";"4.269,61 EUR";"248,65 EUR";"230,06 EUR";"230,05 EUR";"230,06 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"460.354,73 EUR";"387.226,60 EUR";"256.568,87 EUR";"247.731,24 EUR";"247.731,24 EUR";"247.731,24 EUR";"247.731,24 EUR";"247.731,24 EUR"
"17 = Ordentliche Aufwendungen";"2.817.279,50 EUR";"3.089.665,39 EUR";"3.118.048,90 EUR";"2.750.516,32 EUR";"2.781.557,80 EUR";"2.814.876,71 EUR";"2.848.234,05 EUR";"2.880.399,92 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"939.877,66 EUR";"1.295.224,77 EUR";"1.072.498,90 EUR";"704.966,32 EUR";"736.007,80 EUR";"769.326,71 EUR";"802.684,05 EUR";"834.849,92 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"939.877,66 EUR";"1.295.224,77 EUR";"1.072.498,90 EUR";"704.966,32 EUR";"736.007,80 EUR";"769.326,71 EUR";"802.684,05 EUR";"834.849,92 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"939.877,66 EUR";"1.295.224,77 EUR";"1.072.498,90 EUR";"704.966,32 EUR";"736.007,80 EUR";"769.326,71 EUR";"802.684,05 EUR";"834.849,92 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"568.943,53 EUR";"598.155,76 EUR";"713.390,52 EUR";"637.743,64 EUR";"635.546,72 EUR";"638.742,99 EUR";"640.117,54 EUR";"641.376,18 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"1.508.821,19 EUR";"1.893.380,53 EUR";"1.785.889,42 EUR";"1.342.709,96 EUR";"1.371.554,52 EUR";"1.408.069,70 EUR";"1.442.801,59 EUR";"1.476.226,10 EUR"
