;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-43,09;-43,56;-5,16;-3,28;-1,48;-1,48;-1,48
3 + Sonstige Transfererträge;;;0,00;0,00;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;-833,60;-833,60;-833,60;-833,60;-833,60;-833,60
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-161455,27;-194000,00;0,00;0,00;0,00;;
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;-161498,36;-194877,16;-838,76;-836,88;-835,08;-835,08;-835,08
11 - Personalaufwendungen;;257869,16;356855,67;28478,49;28840,69;29173,16;29519,34;29867,28
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;6751,51;11997,08;991,04;1011,20;1032,04;1053,68;1075,76
14 - Bilanzielle Abschreibungen;;89,38;72,48;5,28;3,48;1,68;1,68;1,68
15 - Transferaufwendungen;;39849,11;26000,00;40000,00;40000,00;40000,00;40000,00;40000,00
16 - Sonstige ordentliche Aufwendungen;;28557,02;51368,36;2756,48;2903,84;2903,84;2903,84;2903,84
17 = Ordentliche Aufwendungen;;333116,18;446293,59;72231,29;72759,21;73110,72;73478,54;73848,56
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);;171617,82;251416,43;71392,53;71922,33;72275,64;72643,46;73013,48
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);;171617,82;251416,43;71392,53;71922,33;72275,64;72643,46;73013,48
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);;171617,82;251416,43;71392,53;71922,33;72275,64;72643,46;73013,48
27 + Erträge aus internen Leistungsbeziehungen;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;58331,09;83910,44;5554,76;5527,05;5563,04;5578,02;5592,32
29 = Ergebnis  (= 26, 27, 28);;229948,91;335326,87;76947,29;77449,38;77838,68;78221,48;78605,80
