;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-6628,89;-37521,61;-32,76;-854,39;-775,92;-407,07;-103,32;-103,32
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-663245,26;-483077,53;-450000,00;-350000,00;-350000,00;-350000,00;-350000,00;-350000,00
5 + Privatrechtliche Leistungsentgelte;-12514,56;-20667,06;0,00;-11600,00;-11600,00;-11600,00;-11600,00;-11600,00
6 + Kostenerstattungen und Kostenumlagen;-3847,14;-7755,29;-16300,00;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
7 + Sonstige ordentliche Ertäge;-551530,00;-376819,00;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1237765,85;-925840,49;-466332,76;-364454,39;-364375,92;-364007,07;-363703,32;-363703,32
11 - Personalaufwendungen;1126500,30;1065628,62;1071522,90;1037074,72;1057539,37;1079482,52;1101982,19;1121717,60
12 - Versorgungsaufwendungen;0,95;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;464121,30;662528,05;484972,00;654322,20;668882,72;680551,48;689932,80;699595,56
14 - Bilanzielle Abschreibungen;32909,70;8042,60;1540,15;4232,23;2077,96;1148,57;828,63;828,64
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;906635,15;892719,60;312404,28;401840,35;403460,15;404068,11;404068,11;404068,11
17 = Ordentliche Aufwendungen;2530167,40;2628918,87;1870439,33;2097469,50;2131960,20;2165250,68;2196811,73;2226209,91
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);1292401,55;1703078,38;1404106,57;1733015,11;1767584,28;1801243,61;1833108,41;1862506,59
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);1292401,55;1703078,38;1404106,57;1733015,11;1767584,28;1801243,61;1833108,41;1862506,59
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);1292401,55;1703078,38;1404106,57;1733015,11;1767584,28;1801243,61;1833108,41;1862506,59
27 + Erträge aus internen Leistungsbeziehungen;-203703,36;-186213,90;-158997,60;-196121,64;-199421,64;-199421,64;-199421,64;-199421,64
28 - Aufwendungen aus internen Leistungsbeziehungen;293863,78;169039,55;180298,51;155797,16;155094,03;157818,58;159212,86;160441,17
29 = Ergebnis  (= 26, 27, 28);1382561,97;1685904,03;1425407,48;1692690,63;1723256,67;1759640,55;1792899,63;1823526,12
