;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-300292,98;-23290,02;-2490106,24;-1598206,12;-853406,12;-91006,12;-6,12;-6,12
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-13554,63;-47351,75;-15100,00;-13000,00;-13000,00;-13000,00;-13000,00;-13000,00
5 + Privatrechtliche Leistungsentgelte;;;-100,00;-100,00;-100,00;-100,00;0,00;0,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;-460910,38;-652795,68;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-774757,99;-723437,45;-2505306,24;-1611306,12;-866506,12;-104106,12;-13006,12;-13006,12
11 - Personalaufwendungen;637040,19;622522,03;690111,35;525949,64;534419,84;543043,70;551942,61;560162,86
12 - Versorgungsaufwendungen;0,47;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;18207,56;24455,17;71902,16;72022,60;72288,12;72561,60;72843,24;73133,20
14 - Bilanzielle Abschreibungen;5992,36;3803,45;1879,59;974,02;274,53;274,54;274,52;264,46
15 - Transferaufwendungen;131475,36;;40000,00;0,00;0,00;0,00;0,00;0,00
16 - Sonstige ordentliche Aufwendungen;1615342,07;3817003,52;3352886,12;2322380,48;1305380,48;352380,48;48430,48;48430,48
17 = Ordentliche Aufwendungen;2408058,01;4467784,17;4156779,22;2921326,74;1912362,97;968260,32;673490,85;681991,00
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);1633300,02;3744346,72;1651472,98;1310020,62;1045856,85;864154,20;660484,73;668984,88
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;171541,79;7594,04;15100,00;15100,00;15100,00;15100,00;15100,00;15100,00
21 = Finanzergebnis (=19 +20);171541,79;7594,04;15100,00;15100,00;15100,00;15100,00;15100,00;15100,00
22 = Ordentliches Ergebnis (=18 + 21);1804841,81;3751940,76;1666572,98;1325120,62;1060956,85;879254,20;675584,73;684084,88
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);1804841,81;3751940,76;1666572,98;1325120,62;1060956,85;879254,20;675584,73;684084,88
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;155688,97;129171,98;137681,13;196096,77;195588,05;196399,33;196788,46;197129,68
29 = Ergebnis  (= 26, 27, 28);1960530,78;3881112,74;1804254,11;1521217,39;1256544,90;1075653,53;872373,19;881214,56
