;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-7035117,03;-7067289,44;-7006938,99;-7274297,11;-7513379,46;-7038518,07;-7032069,63;-7027295,78
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-4033170,64;-4030314,18;-3992080,15;-3992015,43;-3992093,55;-3992001,19;-3992045,44;-3992049,72
5 + Privatrechtliche Leistungsentgelte;-40286,10;-34213,65;-32800,00;-32800,00;-32800,00;-32800,00;-32800,00;-32800,00
6 + Kostenerstattungen und Kostenumlagen;-278878,49;-460625,48;-296950,00;-296950,00;-296950,00;-296950,00;-296950,00;-296950,00
7 + Sonstige ordentliche Ertäge;-590864,43;-236201,19;-3150,00;-3212,57;-3212,56;-3212,57;-3212,56;-3212,57
8 + Aktivierte Eigenleistungen;-263871,86;-230449,62;-17139,84;-185968,92;-232674,72;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-12242188,55;-12059093,56;-11349058,98;-11785244,03;-12071110,29;-11363481,83;-11357077,63;-11352308,07
11 - Personalaufwendungen;5470938,03;5778651,56;5704709,17;5624068,49;5706699,57;5788282,84;5875409,44;5959789,32
12 - Versorgungsaufwendungen;3,84;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;16179297,88;18032630,76;17333628,76;19651453,56;20018501,56;19377830,56;19532495,56;19537300,56
14 - Bilanzielle Abschreibungen;23087184,97;23092919,07;22990132,59;24261300,21;24221564,87;24192241,74;24159214,81;24119902,38
15 - Transferaufwendungen;0,00;50000,00;0,00;0,00;;;;
16 - Sonstige ordentliche Aufwendungen;3333124,45;3187688,29;2482227,81;2263634,80;2305484,80;2347084,80;2350084,80;2350084,80
17 = Ordentliche Aufwendungen;48070549,17;50141889,68;48510698,33;51800457,06;52252250,80;51705439,94;51917204,61;51967077,06
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);35828360,62;38082796,12;37161639,35;40015213,03;40181140,51;40341958,11;40560126,98;40614768,99
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;11278,25;70,70;;5100,00;5100,00;5100,00;5100,00;5100,00
21 = Finanzergebnis (=19 +20);11278,25;70,70;;5100,00;5100,00;5100,00;5100,00;5100,00
22 = Ordentliches Ergebnis (=18 + 21);35839638,87;38082866,82;37161639,35;40020313,03;40186240,51;40347058,11;40565226,98;40619868,99
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);35839638,87;38082866,82;37161639,35;40020313,03;40186240,51;40347058,11;40565226,98;40619868,99
27 + Erträge aus internen Leistungsbeziehungen;0,00;-949,60;0,00;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
28 - Aufwendungen aus internen Leistungsbeziehungen;7380942,62;6732377,86;6815696,86;7074620,95;7057110,95;7044489,71;7053698,69;7054743,93
29 = Ergebnis  (= 26, 27, 28);43220581,49;44814295,08;43977336,21;47092933,98;47241351,46;47389547,82;47616925,67;47672612,92
