;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-710020,01;-257959,74;-5163,71;-50932,17;-50904,67;-50443,42;-48889,57;-48791,10
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-7512,72;-12821,72;-6950,00;-5150,00;-5150,00;-5150,00;-5150,00;-5150,00
5 + Privatrechtliche Leistungsentgelte;-374013,79;-382642,13;-381850,00;-383650,00;-383650,00;-383650,00;-383650,00;-383650,00
6 + Kostenerstattungen und Kostenumlagen;-1022092,76;-367873,39;-971450,00;-971450,00;-971450,00;-971450,00;-971450,00;-971450,00
7 + Sonstige ordentliche Ertäge;-19455,28;-3213,85;-550,00;-550,00;-550,00;-550,00;-550,00;-550,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;-25000,00;;;;;;;
10 = Ordentliche Erträge;-2158094,56;-1024510,83;-1365963,71;-1411732,17;-1411704,67;-1411243,42;-1409689,57;-1409591,10
11 - Personalaufwendungen;6829045,29;6861766,74;6780763,85;6400234,03;6522181,25;6654351,96;6703948,84;6821298,68
12 - Versorgungsaufwendungen;5,02;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3447670,15;2840817,01;3004616,61;2906426,89;2912986,93;3084743,73;3017702,97;2933871,57
14 - Bilanzielle Abschreibungen;229576,02;215661,17;190009,56;193422,38;171938,63;150784,82;120020,85;103968,05
15 - Transferaufwendungen;709600,19;3078,68;3050,00;0,00;0,00;0,00;;
16 - Sonstige ordentliche Aufwendungen;496076,17;572057,45;551801,85;478969,73;478969,73;478969,73;478969,73;478969,73
17 = Ordentliche Aufwendungen;11711972,84;10493381,05;10530241,87;9979053,03;10086076,54;10368850,24;10320642,39;10338108,03
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);9553878,28;9468870,22;9164278,16;8567320,86;8674371,87;8957606,82;8910952,82;8928516,93
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;1159,29;;;;;;;
21 = Finanzergebnis (=19 +20);1159,29;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);9555037,57;9468870,22;9164278,16;8567320,86;8674371,87;8957606,82;8910952,82;8928516,93
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);9555037,57;9468870,22;9164278,16;8567320,86;8674371,87;8957606,82;8910952,82;8928516,93
27 + Erträge aus internen Leistungsbeziehungen;-465096,59;-372832,82;-588000,00;-588000,00;-588000,00;-588000,00;-588000,00;-588000,00
28 - Aufwendungen aus internen Leistungsbeziehungen;1618699,45;1087352,88;1162072,97;1001350,96;993064,57;1013994,66;1011996,92;1012366,61
29 = Ergebnis  (= 26, 27, 28);10708640,43;10183390,28;9738351,13;8980671,82;9079436,44;9383601,48;9334949,74;9352883,54
