;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-25,32;-1460254,96;-25,32;-25,32;-25,32;-25,32;-25,32;-25,32
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;-10,00;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-79322,11;-6430,86;-18712,85;;;;;
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-79347,43;-1466695,82;-18738,17;-25,32;-25,32;-25,32;-25,32;-25,32
11 - Personalaufwendungen;1684683,17;1716572,71;1985238,07;1631718,00;1646961,23;1658474,37;1672081,45;1688501,93
12 - Versorgungsaufwendungen;0,69;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;54646,35;44778,35;50410,00;52005,00;53145,00;54319,00;55528,00;56774,00
14 - Bilanzielle Abschreibungen;25449,61;21795,84;19667,03;23685,37;23409,77;22890,18;22890,17;22830,20
15 - Transferaufwendungen;;1605222,70;;;;;;
16 - Sonstige ordentliche Aufwendungen;88932,13;86280,07;116180,00;114479,00;114479,00;114479,00;114479,00;114479,00
17 = Ordentliche Aufwendungen;1853711,95;3474649,67;2171495,10;1821887,37;1837995,00;1850162,55;1864978,62;1882585,13
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);1774364,52;2007953,85;2152756,93;1821862,05;1837969,68;1850137,23;1864953,30;1882559,81
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);1774364,52;2007953,85;2152756,93;1821862,05;1837969,68;1850137,23;1864953,30;1882559,81
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);1774364,52;2007953,85;2152756,93;1821862,05;1837969,68;1850137,23;1864953,30;1882559,81
27 + Erträge aus internen Leistungsbeziehungen;-1457560,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;295467,12;390684,64;398016,38;350804,91;348965,49;350622,97;351168,12;351818,87
29 = Ergebnis  (= 26, 27, 28);612271,38;2398638,49;2550773,31;2172666,96;2186935,17;2200760,20;2216121,42;2234378,68
