;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-557184,70;-159900,86;-4,32;-5,28;-5,28;-5,28;-5,28;-5,28
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-108514409,84;-111059565,91;-107071600,00;-107325226,00;-107325226,00;-107325226,00;-107325226,00;-107325226,00
5 + Privatrechtliche Leistungsentgelte;;-2732,34;;-600,00;-600,00;-600,00;-600,00;-600,00
6 + Kostenerstattungen und Kostenumlagen;-783995,46;-5960871,16;0,00;0,00;;;;
7 + Sonstige ordentliche Ertäge;-26464,46;-1000087,53;0,00;0,00;0,00;0,00;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-109882054,46;-118183157,80;-107071604,32;-107325831,28;-107325831,28;-107325831,28;-107325831,28;-107325831,28
11 - Personalaufwendungen;516403,27;519325,38;496630,04;560984,74;567864,26;574038,66;580316,78;586669,98
12 - Versorgungsaufwendungen;0,31;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;33503,63;28571,97;29328,24;33410,80;33658,60;33914,08;34177,00;34447,84
14 - Bilanzielle Abschreibungen;7664177,29;8070753,58;8286205,03;8476670,08;8476564,27;8476559,46;8476559,46;8476558,62
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;89326691,05;96947708,36;84971602,52;85750387,20;85750387,20;85750387,20;85750387,20;85750387,20
17 = Ordentliche Aufwendungen;97540775,55;105566359,29;93783765,83;94821452,82;94828474,33;94834899,40;94841440,44;94848063,64
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);-12341278,91;-12616798,51;-13287838,49;-12504378,46;-12497356,95;-12490931,88;-12484390,84;-12477767,64
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);-12341278,91;-12616798,51;-13287838,49;-12504378,46;-12497356,95;-12490931,88;-12484390,84;-12477767,64
23 + Außerordentliche Erträge;;;0,00;0,00;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;0,00;0,00;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);-12341278,91;-12616798,51;-13287838,49;-12504378,46;-12497356,95;-12490931,88;-12484390,84;-12477767,64
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;1405541,89;1464988,47;1535801,43;1522640,89;1522058,41;1522742,73;1522999,67;1523248,50
29 = Ergebnis  (= 26, 27, 28);-10935737,02;-11151810,04;-11752037,06;-10981737,57;-10975298,54;-10968189,15;-10961391,17;-10954519,14
