;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-284283,75;-276331,84;-580005,52;-404817,00;-410867,00;-410862,87;-410861,48;-410861,48
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-46892,11;-78661,26;-441000,00;-588000,00;-735000,00;-735000,00;-735000,00;-735000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-6739,07;-3178,16;;;;;;
7 + Sonstige ordentliche Ertäge;0,00;-570,35;-0,32;-0,92;-0,92;-0,92;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-337914,93;-358741,61;-1021005,84;-992817,92;-1145867,92;-1145863,79;-1145861,48;-1145861,48
11 - Personalaufwendungen;84514,33;83489,01;94397,66;311926,35;314119,00;315433,09;317706,27;321069,28
12 - Versorgungsaufwendungen;0,06;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;4884,26;11045,95;13177,44;14335,52;14419,52;14505,52;14594,52;14686,52
14 - Bilanzielle Abschreibungen;49,90;21,93;21,88;48,69;48,69;44,56;43,17;43,17
15 - Transferaufwendungen;129373,67;251903,76;1260000,00;1680000,00;2100000,00;2100000,00;2100000,00;2100000,00
16 - Sonstige ordentliche Aufwendungen;5734,25;6045,02;6270,00;20830,00;21130,00;21130,00;21130,00;21130,00
17 = Ordentliche Aufwendungen;224556,47;352505,67;1373866,98;2027140,56;2449717,21;2451113,17;2453473,96;2456928,97
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);-113358,46;-6235,94;352861,14;1034322,64;1303849,29;1305249,38;1307612,48;1311067,49
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);-113358,46;-6235,94;352861,14;1034322,64;1303849,29;1305249,38;1307612,48;1311067,49
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);-113358,46;-6235,94;352861,14;1034322,64;1303849,29;1305249,38;1307612,48;1311067,49
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;64460,03;65798,44;68883,37;171748,61;171347,53;171615,14;171695,47;171823,54
29 = Ergebnis  (= 26, 27, 28);-48898,43;59562,50;421744,51;1206071,25;1475196,82;1476864,52;1479307,95;1482891,03
