;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;0,00;-192476,68;-51780,16;-174103,08;-151016,40;-20339,32;-20014,75;-20014,75
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;-300,00;-300,00;-300,00;-300,00;-300,00
6 + Kostenerstattungen und Kostenumlagen;;-454851,50;-250000,00;-287000,00;-284000,00;-64000,00;-64000,00;-64000,00
7 + Sonstige ordentliche Ertäge;;-593,53;-500,00;-500,00;-500,00;-500,00;-500,00;-500,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;0,00;-647921,71;-302280,16;-461903,08;-435816,40;-85139,32;-84814,75;-84814,75
11 - Personalaufwendungen;;950466,14;866642,62;794132,16;809042,97;823914,79;839190,56;852864,36
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;63468,25;104425,08;109733,80;110920,92;100133,08;101283,68;102469,16
14 - Bilanzielle Abschreibungen;;5877,22;19033,65;4463,39;2128,78;1263,72;306,03;182,88
15 - Transferaufwendungen;;356143,91;279300,00;315300,00;305300,00;285300,00;285300,00;285300,00
16 - Sonstige ordentliche Aufwendungen;;68229,74;116835,49;117398,42;117529,71;117605,67;117605,67;117605,67
17 = Ordentliche Aufwendungen;;1444185,26;1386236,84;1341027,77;1344922,38;1328217,26;1343685,94;1358422,07
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);0,00;796263,55;1083956,68;879124,69;909105,98;1243077,94;1258871,19;1273607,32
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;50,00;0,00;0,00;0,00;;
21 = Finanzergebnis (=19 +20);;;50,00;0,00;0,00;0,00;;
22 = Ordentliches Ergebnis (=18 + 21);0,00;796263,55;1084006,68;879124,69;909105,98;1243077,94;1258871,19;1273607,32
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);0,00;796263,55;1084006,68;879124,69;909105,98;1243077,94;1258871,19;1273607,32
27 + Erträge aus internen Leistungsbeziehungen;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;198008,77;198324,21;156871,31;156310,15;157067,59;157784,02;158400,48
29 = Ergebnis  (= 26, 27, 28);0,00;994272,32;1282330,89;1035996,00;1065416,13;1400145,53;1416655,21;1432007,80
