"";"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-3.412,01 EUR";"-3.023,24 EUR";"-25,89 EUR";"-3.026,70 EUR";"-3.026,68 EUR";"-41,28 EUR";"-29,29 EUR";"-25,89 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Ertäge";"-2.446,85 EUR";"-6.671,45 EUR";"-10.000,00 EUR";"-10.000,00 EUR";"-10.000,00 EUR";"-10.000,00 EUR";"-10.000,00 EUR";"-10.000,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-5.858,86 EUR";"-9.694,69 EUR";"-10.025,89 EUR";"-13.026,70 EUR";"-13.026,68 EUR";"-10.041,28 EUR";"-10.029,29 EUR";"-10.025,89 EUR"
"11 - Personalaufwendungen";"1.130.072,98 EUR";"1.189.143,07 EUR";"1.418.746,13 EUR";"1.266.717,13 EUR";"1.283.407,14 EUR";"1.298.896,21 EUR";"1.314.316,28 EUR";"1.329.311,29 EUR"
"12 - Versorgungsaufwendungen";"0,83 EUR";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"47.528,50 EUR";"52.905,19 EUR";"54.712,32 EUR";"41.589,76 EUR";"42.699,24 EUR";"43.841,76 EUR";"45.018,84 EUR";"46.231,08 EUR"
"14 - Bilanzielle Abschreibungen";"6.520,34 EUR";"5.467,20 EUR";"5.324,03 EUR";"5.233,92 EUR";"3.192,55 EUR";"197,86 EUR";"186,00 EUR";"182,50 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"116.710,16 EUR";"93.134,46 EUR";"143.955,98 EUR";"122.489,84 EUR";"122.489,84 EUR";"122.489,84 EUR";"122.489,84 EUR";"122.489,84 EUR"
"17 = Ordentliche Aufwendungen";"1.300.832,81 EUR";"1.340.649,92 EUR";"1.622.738,46 EUR";"1.436.030,65 EUR";"1.451.788,77 EUR";"1.465.425,67 EUR";"1.482.010,96 EUR";"1.498.214,71 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"1.294.973,95 EUR";"1.330.955,23 EUR";"1.612.712,57 EUR";"1.423.003,95 EUR";"1.438.762,09 EUR";"1.455.384,39 EUR";"1.471.981,67 EUR";"1.488.188,82 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"1.294.973,95 EUR";"1.330.955,23 EUR";"1.612.712,57 EUR";"1.423.003,95 EUR";"1.438.762,09 EUR";"1.455.384,39 EUR";"1.471.981,67 EUR";"1.488.188,82 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"1.294.973,95 EUR";"1.330.955,23 EUR";"1.612.712,57 EUR";"1.423.003,95 EUR";"1.438.762,09 EUR";"1.455.384,39 EUR";"1.471.981,67 EUR";"1.488.188,82 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"340.014,45 EUR";"215.916,21 EUR";"285.067,10 EUR";"252.071,52 EUR";"250.893,49 EUR";"252.525,51 EUR";"253.201,77 EUR";"253.828,95 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"1.634.988,40 EUR";"1.546.871,44 EUR";"1.897.779,67 EUR";"1.675.075,47 EUR";"1.689.655,58 EUR";"1.707.909,90 EUR";"1.725.183,44 EUR";"1.742.017,77 EUR"
