;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-54,06;-54,08;-54,06;-54,08;-54,06;-54,08;-54,06;-54,08
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-25946,52;-1051,48;-7869,69;-7885,65;-7898,49;-7926,45;-7924,89
7 + Sonstige ordentliche Erträge;-1821,00;-100000,00;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1875,06;-126000,60;-1105,54;-7923,77;-7939,71;-7952,57;-7980,51;-7978,97
11 - Personalaufwendungen;458346,86;504707,43;;597110,64;595570,30;596579,88;601872,68;610353,56
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;44831,98;87430,78;32600,00;27850,00;28340,00;28830,00;29195,00;29560,00
14 - Bilanzielle Abschreibungen;96,99;420,61;96,99;120,72;120,72;120,72;120,72;120,72
15 - Transferaufwendungen;1821,00;;;;;;;
16 - Sonstige ordentliche Aufwendungen;51284,91;50746,74;33883,00;36245,00;36245,00;36245,00;36245,00;36245,00
17 = Ordentliche Aufwendungen;556381,74;643305,56;66579,99;661326,36;660276,02;661775,60;667433,40;676279,28
18 = Ordentliches Ergebnis (= 10 + 17);554506,68;517304,96;65474,45;653402,59;652336,31;653823,03;659452,89;668300,31
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);554506,68;517304,96;65474,45;653402,59;652336,31;653823,03;659452,89;668300,31
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);554506,68;517304,96;65474,45;653402,59;652336,31;653823,03;659452,89;668300,31
27 + Erträge aus internen Leistungsbeziehungen;-551010,39;-580701,22;-60790,04;-690721,36;-689699,95;-691051,26;-696261,24;-704467,09
28 - Aufwendungen aus internen Leistungsbeziehungen;41180,22;36697,61;244,37;93322,42;93284,37;93258,43;93261,31;93285,08
29 = Teilergebnis  (= 26, 27, 28);44676,51;-26698,65;4928,78;56003,65;55920,73;56030,20;56452,96;57118,30
