;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-55749,27;-67327,25;-63743,29;-55014,41;-54995,35;-54985,85;-54985,84;-54985,86
3 + Sonstige Transfererträge;-28301,69;-38596,79;-25550,00;-15550,00;-15550,00;-15550,00;-15550,00;-15550,00
4 + Öffentlich-rechtliche Leistungsentgelte;-2142873,77;-2200048,33;-2439750,00;-2261050,00;-2261050,00;-2261050,00;-2261050,00;-2261050,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-7695,16;-14806,67;-43550,00;-43550,00;-43550,00;-43550,00;-43550,00;-43550,00
7 + Sonstige ordentliche Erträge;-270928,06;-196953,17;-81600,00;-65150,00;-65150,00;-65150,00;-65150,00;-65150,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2505547,95;-2517732,21;-2654193,29;-2440314,41;-2440295,35;-2440285,85;-2440285,84;-2440285,86
11 - Personalaufwendungen;8297297,25;8599169,75;8239803,14;7826440,06;7787656,01;7796266,29;7836249,22;7937291,12
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;264115,84;240533,83;271758,00;288900,00;296700,00;304750,00;310250,00;315900,00
14 - Bilanzielle Abschreibungen;25748,68;25649,94;10244,53;1869,80;1850,74;1841,23;1841,23;1841,21
15 - Transferaufwendungen;183368,83;109054,30;307250,00;113250,00;80250,00;77150,00;77250,00;77250,00
16 - Sonstige ordentliche Aufwendungen;791332,91;743614,87;781356,00;621980,00;666980,00;621980,00;666980,00;621980,00
17 = Ordentliche Aufwendungen;9561863,51;9718022,69;9610411,67;8852439,86;8833436,75;8801987,52;8892570,45;8954262,33
18 = Ordentliches Ergebnis (= 10 + 17);7056315,56;7200290,48;6956218,38;6412125,45;6393141,40;6361701,67;6452284,61;6513976,47
19 + Finanzerträge;;;;-1150,00;-1150,00;-1150,00;-1150,00;-1150,00
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;-1150,00;-1150,00;-1150,00;-1150,00;-1150,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);7056315,56;7200290,48;6956218,38;6410975,45;6391991,40;6360551,67;6451134,61;6512826,47
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);7056315,56;7200290,48;6956218,38;6410975,45;6391991,40;6360551,67;6451134,61;6512826,47
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;1944768,72;1854015,69;1885831,54;1361710,25;1354945,02;1350770,78;1349266,72;1353332,65
29 = Teilergebnis  (= 26, 27, 28);9001084,28;9054306,17;8842049,92;7772685,70;7746936,42;7711322,45;7800401,33;7866159,12
