;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;-381830941,64;-420621728,00;-432039000,00;-460710500,00;-472712000,00;-484385000,00;-496460000,00;-507139000,00
2 + Zuwendungen und allgemeine Umlagen;-314699780,55;-293252012,77;-298670939,56;-284852534,63;-290270179,62;-299470179,63;-309040075,67;-303377232,37
3 + Sonstige Transfererträge;;;;;;;0,00;0,00
4 + Öffentlich-rechtliche Leistungsentgelte;-143657867,33;-146096024,95;-145249702,00;-141388650,00;-141388650,00;-141388650,00;-141388650,00;-141388650,00
5 + Privatrechtliche Leistungsentgelte;-1418243,45;-1230442,27;-1291100,00;-16690500,00;-16690500,00;-16690500,00;-16690500,00;-16690500,00
6 + Kostenerstattungen und Kostenumlagen;-13066652,69;-13196579,90;-10677659,11;-23153841,02;-22850515,61;-22431094,38;-22165716,91;-22118894,06
7 + Sonstige ordentliche Erträge;-64645722,12;-61972378,63;-24630200,00;-26394492,21;-26394492,22;-23574492,21;-23574492,21;-23574492,22
8 + Aktivierte Eigenleistungen;0,00;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-919319207,78;-936369166,52;-912558600,67;-953190517,86;-970306337,45;-987939916,22;-1009319434,79;-1014288768,65
11 - Personalaufwendungen;11281017,24;12843194,84;10963860,80;12144356,92;11057171,30;10053111,17;7596089,65;6246413,58
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;18558197,43;15681335,14;15272492,60;129340850,00;129358450,00;129318350,00;129330600,00;129347100,00
14 - Bilanzielle Abschreibungen;58770072,47;15946511,41;8659810,39;3794159,27;3784047,58;3778351,27;3769504,16;3752913,11
15 - Transferaufwendungen;146573581,56;132283700,44;133747183,30;140262500,00;142717500,00;144105500,00;147819000,00;151916500,00
16 - Sonstige ordentliche Aufwendungen;143453063,22;148285847,04;119461634,20;34005290,00;34015140,00;34015140,00;34015140,00;34015140,00
17 = Ordentliche Aufwendungen;378635931,92;325040588,87;288104981,29;319547156,19;320932308,88;321270452,44;322530333,81;325278066,69
18 = Ordentliches Ergebnis (= 10 + 17);-540683275,86;-611328577,65;-624453619,38;-633643361,67;-649374028,57;-666669463,78;-686789100,98;-689010701,96
19 + Finanzerträge;-7250700,95;-11549060,34;-8045700,00;-8095700,00;-8245900,00;-8394600,00;-8341500,00;-8386700,00
20 - Zinsen und sonstige Finanzaufwendungen;51076023,92;57801010,70;69197600,00;66867800,00;66682200,00;67154100,00;69758100,00;68494200,00
21 = Finanzergebnis (= 19 + 20);43825322,97;46251950,36;61151900,00;58772100,00;58436300,00;58759500,00;61416600,00;60107500,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-496857952,89;-565076627,29;-563301719,38;-574871261,67;-590937728,57;-607909963,78;-625372500,98;-628903201,96
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-496857952,89;-565076627,29;-563301719,38;-574871261,67;-590937728,57;-607909963,78;-625372500,98;-628903201,96
27 + Erträge aus internen Leistungsbeziehungen;-12479871,02;-13647343,09;-13898289,25;-11495936,90;-11464154,83;-11451770,55;-11453421,99;-11479359,05
28 - Aufwendungen aus internen Leistungsbeziehungen;5448284,00;4995822,15;5645745,88;3552210,73;3548544,61;3545296,87;3546969,39;3555444,76
29 = Teilergebnis  (= 26, 27, 28);-503889539,91;-573728148,23;-571554262,75;-582814987,84;-598853338,79;-615816437,46;-633278953,58;-636827116,25
