;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-2007026,36;-956915,61;-853433,88;-706669,48;-10669,48;-10669,47;-10660,62;-10563,16
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-1259789,46;-598781,69;-116200,00;-153200,00;-153200,00;-158200,00;-158200,00;-158200,00
5 + Privatrechtliche Leistungsentgelte;;;-350,00;-350,00;-350,00;-350,00;-350,00;-350,00
6 + Kostenerstattungen und Kostenumlagen;-360133,34;-293309,25;-164500,00;-284600,00;-284600,00;-284600,00;-284600,00;-284600,00
7 + Sonstige ordentliche Erträge;-3091486,27;-614207,32;-7600,00;-7600,00;-7600,00;-7600,00;-7600,00;-7600,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-6718435,43;-2463213,87;-1142083,88;-1152419,48;-456419,48;-461419,47;-461410,62;-461313,16
11 - Personalaufwendungen;3699785,62;3927662,07;3167763,44;3457690,36;3441848,48;3449217,95;3461122,50;3503327,22
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;466221,16;703550,99;1630862,40;1457250,00;536150,00;538100,00;539400,00;540750,00
14 - Bilanzielle Abschreibungen;12295,94;7043,64;2607,15;2925,82;2640,80;2587,97;2579,11;2241,11
15 - Transferaufwendungen;292881,74;276956,54;356845,00;356850,00;356850,00;356850,00;356850,00;356850,00
16 - Sonstige ordentliche Aufwendungen;6605287,08;2223151,97;2373857,80;2382060,00;2382060,00;2382060,00;2382060,00;2382060,00
17 = Ordentliche Aufwendungen;11076471,54;7138365,21;7531935,79;7656776,18;6719549,28;6728815,92;6742011,61;6785228,33
18 = Ordentliches Ergebnis (= 10 + 17);4358036,11;4675151,34;6389851,91;6504356,70;6263129,80;6267396,45;6280600,99;6323915,17
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;18477,41;;15100,00;15100,00;15100,00;15100,00;15100,00;15100,00
21 = Finanzergebnis (= 19 + 20);18477,41;;15100,00;15100,00;15100,00;15100,00;15100,00;15100,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);4376513,52;4675151,34;6404951,91;6519456,70;6278229,80;6282496,45;6295700,99;6339015,17
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);4376513,52;4675151,34;6404951,91;6519456,70;6278229,80;6282496,45;6295700,99;6339015,17
27 + Erträge aus internen Leistungsbeziehungen;-410278,62;-152321,96;-504287,64;-466775,94;-469867,15;-473255,84;-476855,15;-480909,04
28 - Aufwendungen aus internen Leistungsbeziehungen;686662,32;1074120,56;1102808,72;483861,66;432944,03;430947,05;429748,07;431305,50
29 = Teilergebnis  (= 26, 27, 28);4652897,22;5596949,94;7003472,99;6536542,42;6241306,68;6240187,66;6248593,91;6289411,63
