"";"Ergebnis des Vorvorvorjahres #/2011";"Ergebnis des Vorvorjahres #/2012";"Ansatz des Vorjahres #/2013";"Planung des Haushaltsjahres #/2014";"Planung des Haushaltsjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-357.078,73 EUR";"-379.792,03 EUR";"-37.657,75 EUR";"-48.704,04 EUR";"-42.611,53 EUR";"-22.775,55 EUR";"-22.023,53 EUR";"-22.023,51 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"-238.824,75 EUR";"-240.369,95 EUR";"-234.650,00 EUR";"-230.550,00 EUR";"-230.550,00 EUR";"-230.550,00 EUR";"-230.550,00 EUR";"-234.650,00 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"";"";"-50,00 EUR";"-50,00 EUR";"-50,00 EUR";"-50,00 EUR";"-50,00 EUR";"-50,00 EUR"
"7 + Sonstige ordentliche Erträge";"-10.601,91 EUR";"-13.703,12 EUR";"-4.870,90 EUR";"-4.898,33 EUR";"-4.898,33 EUR";"-4.663,64 EUR";"-4.642,34 EUR";"-4.642,32 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-606.505,39 EUR";"-633.865,10 EUR";"-277.228,65 EUR";"-284.202,37 EUR";"-278.109,86 EUR";"-258.039,19 EUR";"-257.265,87 EUR";"-261.365,83 EUR"
"11 - Personalaufwendungen";"3.778.991,33 EUR";"3.686.950,41 EUR";"3.445.108,28 EUR";"3.567.360,04 EUR";"3.533.585,04 EUR";"3.532.039,61 EUR";"3.526.651,53 EUR";"3.563.688,08 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"721.995,97 EUR";"662.905,98 EUR";"664.746,00 EUR";"681.550,00 EUR";"691.200,00 EUR";"701.100,00 EUR";"707.550,00 EUR";"718.200,00 EUR"
"14 - Bilanzielle Abschreibungen";"69.845,79 EUR";"62.455,67 EUR";"56.269,44 EUR";"53.905,48 EUR";"33.691,48 EUR";"10.884,64 EUR";"6.375,52 EUR";"6.233,04 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"643.544,38 EUR";"616.596,19 EUR";"681.689,00 EUR";"664.770,00 EUR";"619.770,00 EUR";"619.770,00 EUR";"619.770,00 EUR";"619.770,00 EUR"
"17 = Ordentliche Aufwendungen";"5.214.377,47 EUR";"5.028.908,25 EUR";"4.847.812,72 EUR";"4.967.585,52 EUR";"4.878.246,52 EUR";"4.863.794,25 EUR";"4.860.347,05 EUR";"4.907.891,12 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"4.607.872,08 EUR";"4.395.043,15 EUR";"4.570.584,07 EUR";"4.683.383,15 EUR";"4.600.136,66 EUR";"4.605.755,06 EUR";"4.603.081,18 EUR";"4.646.525,29 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"4.607.872,08 EUR";"4.395.043,15 EUR";"4.570.584,07 EUR";"4.683.383,15 EUR";"4.600.136,66 EUR";"4.605.755,06 EUR";"4.603.081,18 EUR";"4.646.525,29 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"4.607.872,08 EUR";"4.395.043,15 EUR";"4.570.584,07 EUR";"4.683.383,15 EUR";"4.600.136,66 EUR";"4.605.755,06 EUR";"4.603.081,18 EUR";"4.646.525,29 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"726.019,89 EUR";"665.596,79 EUR";"613.802,73 EUR";"576.864,78 EUR";"572.920,10 EUR";"570.720,84 EUR";"568.801,79 EUR";"570.528,28 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"5.333.891,97 EUR";"5.060.639,94 EUR";"5.184.386,80 EUR";"5.260.247,93 EUR";"5.173.056,76 EUR";"5.176.475,90 EUR";"5.171.882,97 EUR";"5.217.053,57 EUR"
