;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-8066667,45;-8040095,63;-8165517,11;-7796231,28;-7700296,83;-7628445,66;-4495920,04;-4489323,37
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-6893820,73;-6716721,59;-6840939,46;-6842301,18;-6838498,04;-6829346,88;-5721007,80;-5716825,81
5 + Privatrechtliche Leistungsentgelte;-22366,08;-24769,04;-49600,00;-49600,00;-49600,00;-49600,00;-49600,00;-49600,00
6 + Kostenerstattungen und Kostenumlagen;-2770589,26;-587479,33;-554000,00;-613725,00;-613725,00;-613725,00;-613725,00;-613725,00
7 + Sonstige ordentliche Erträge;-1370795,02;-279660,10;-10912,56;-10862,57;-10862,56;-10862,57;-10862,56;-10862,57
8 + Aktivierte Eigenleistungen;-662832,45;-518330,41;-420581,88;-398372,04;-412491,00;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-19787070,99;-16167056,10;-16041551,01;-15711092,07;-15625473,43;-15131980,11;-10891115,40;-10880336,75
11 - Personalaufwendungen;9916050,87;10525131,10;9916321,08;9712077,56;9846785,04;9986555,10;10139687,62;10299214,50
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;24451014,89;25139962,97;25488567,00;25379620,00;25245662,00;25310328,00;25321591,00;25323960,00
14 - Bilanzielle Abschreibungen;27233322,38;27221331,89;26451643,52;26633894,09;26381939,10;26068059,10;20248832,70;15642952,80
15 - Transferaufwendungen;10000,00;104603,00;10000,00;10000,00;10000,00;10000,00;10000,00;10000,00
16 - Sonstige ordentliche Aufwendungen;3896332,20;7166701,33;2506165,00;2492887,00;2492887,00;2492887,00;2492887,00;2492887,00
17 = Ordentliche Aufwendungen;65506720,34;70157730,29;64372696,60;64228478,65;63977273,14;63867829,20;58212998,32;53769014,30
18 = Ordentliches Ergebnis (= 10 + 17);45719649,35;53990674,19;48331145,59;48517386,58;48351799,71;48735849,09;47321882,92;42888677,55
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;13682,73;4263,00;3100,00;3100,00;3100,00;3100,00;3100,00;3100,00
21 = Finanzergebnis (= 19 + 20);13682,73;4263,00;3100,00;3100,00;3100,00;3100,00;3100,00;3100,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);45733332,08;53994937,19;48334245,59;48520486,58;48354899,71;48738949,09;47324982,92;42891777,55
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);45733332,08;53994937,19;48334245,59;48520486,58;48354899,71;48738949,09;47324982,92;42891777,55
27 + Erträge aus internen Leistungsbeziehungen;-3488,69;0,00;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
28 - Aufwendungen aus internen Leistungsbeziehungen;8747109,63;8510801,26;8529651,09;7265821,37;7243439,21;7231975,89;7223734,29;7226380,19
29 = Teilergebnis  (= 26, 27, 28);54476953,02;62505738,45;56861896,68;55784307,95;55596338,92;55968924,98;54546717,21;50116157,74
