;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-28855,73;-36389,98;-18889,52;-20943,71;-14802,26;-10761,82;-9345,63;-1818,41
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2703500,16;-2609351,93;-2025000,00;-2125000,00;-2125000,00;-2125000,00;-2125000,00;-2125000,00
5 + Privatrechtliche Leistungsentgelte;-28632,72;-27572,49;-46200,00;-35000,00;-35000,00;-35000,00;-35000,00;-35000,00
6 + Kostenerstattungen und Kostenumlagen;-402906,09;-390458,62;-285000,00;-370000,00;-370000,00;-370000,00;-370000,00;-370000,00
7 + Sonstige ordentliche Erträge;-36612,71;-49262,87;-36900,00;-36000,00;-36000,00;-36000,00;-36000,00;-36000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-3200507,41;-3113035,89;-2411989,52;-2586943,71;-2580802,26;-2576761,82;-2575345,63;-2567818,41
11 - Personalaufwendungen;5614214,74;6234983,66;7313369,78;7156352,12;7178540,30;7229618,37;7292801,57;7393539,91
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1687265,12;1507650,07;1147224,00;1220300,00;1227050,00;1234500,00;1239350,00;1244250,00
14 - Bilanzielle Abschreibungen;63992,52;55251,39;23486,82;25245,26;18140,65;14100,28;12582,08;3874,71
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;687465,68;622553,16;653969,00;665320,00;665410,00;665500,00;665590,00;665690,00
17 = Ordentliche Aufwendungen;8052938,06;8420438,28;9138049,60;9067217,38;9089140,95;9143718,65;9210323,65;9307354,62
18 = Ordentliches Ergebnis (= 10 + 17);4852430,65;5307402,39;6726060,08;6480273,67;6508338,69;6566956,83;6634978,02;6739536,21
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);4852430,65;5307402,39;6726060,08;6480273,67;6508338,69;6566956,83;6634978,02;6739536,21
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);4852430,65;5307402,39;6726060,08;6480273,67;6508338,69;6566956,83;6634978,02;6739536,21
27 + Erträge aus internen Leistungsbeziehungen;-2481012,31;-1249944,62;-1216425,00;-1257540,00;-1257540,00;-1257540,00;-1257540,00;-1257540,00
28 - Aufwendungen aus internen Leistungsbeziehungen;2844372,35;1687478,03;1401236,41;1547932,18;1544054,88;1541792,23;1541242,72;1545197,29
29 = Teilergebnis  (= 26, 27, 28);5215790,69;5744935,80;6910871,49;6770665,85;6794853,57;6851209,06;6918680,74;7027193,50
