;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-29062227,35;-32720405,99;-28499259,26;-33030619,79;-33829229,45;-36490054,57;-36750296,02;-37553817,66
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-7207031,36;-5846069,57;-5462000,00;-6334000,00;-6490500,00;-6564000,00;-6718500,00;-6835000,00
5 + Privatrechtliche Leistungsentgelte;-1017934,08;-1231205,83;-1322500,00;-1447500,00;-1496500,00;-1496500,00;-1564500,00;-1601500,00
6 + Kostenerstattungen und Kostenumlagen;-14190,98;-303195,32;;;;;;
7 + Sonstige ordentliche Erträge;-663969,28;-714665,74;-533,35;-704,75;-575,47;-530,47;-194,16;-156,67
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-37965353,05;-40815542,45;-35284292,61;-40812824,54;-41816804,92;-44551085,04;-45033490,18;-45990474,33
11 - Personalaufwendungen;27073122,69;28591737,19;29971055,72;33932622,24;35475027,31;36823667,02;37623787,12;38849603,47
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;4579870,60;4287292,38;5032472,00;4658300,00;4914400,00;5121300,00;5278400,00;5507600,00
14 - Bilanzielle Abschreibungen;119451,13;145163,20;77864,70;104572,26;100376,72;92477,80;79540,76;67405,22
15 - Transferaufwendungen;36523335,34;38582912,35;36502000,00;39621300,00;40921800,00;43929000,00;44455200,00;45522000,00
16 - Sonstige ordentliche Aufwendungen;5982254,21;5888026,25;5458060,00;5492660,00;5477560,00;5568360,00;5613260,00;5698260,00
17 = Ordentliche Aufwendungen;74278033,97;77495131,37;77041452,42;83809454,50;86889164,03;91534804,82;93050187,88;95644868,69
18 = Ordentliches Ergebnis (= 10 + 17);36312680,92;36679588,92;41757159,81;42996629,96;45072359,11;46983719,78;48016697,70;49654394,36
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);36312680,92;36679588,92;41757159,81;42996629,96;45072359,11;46983719,78;48016697,70;49654394,36
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);36312680,92;36679588,92;41757159,81;42996629,96;45072359,11;46983719,78;48016697,70;49654394,36
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;3670089,06;3850585,73;3577717,85;3335971,63;3403025,91;3456334,52;3484562,48;3550410,91
29 = Teilergebnis  (= 26, 27, 28);39982769,98;40530174,65;45334877,66;46332601,59;48475385,02;50440054,30;51501260,18;53204805,27
