;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-73,95;-199,30;-88,75;-524,13;-524,06;-388,21;-97,48;-88,75
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-206,40;-137,70;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-876312,65;-614010,54;-490000,00;-520000,00;-520000,00;-520000,00;-520000,00;-520000,00
7 + Sonstige ordentliche Erträge;-33231,33;-117250,03;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-909824,33;-731597,57;-490088,75;-520524,13;-520524,06;-520388,21;-520097,48;-520088,75
11 - Personalaufwendungen;786179,82;907379,02;806235,48;730149,76;721600,12;718980,96;719808,48;728280,16
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;18300,08;15263,40;22917,00;19500,00;20000,00;20500,00;20850,00;21200,00
14 - Bilanzielle Abschreibungen;2982,02;3125,86;209,58;625,22;625,13;489,31;198,55;189,85
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1558209,90;1254265,16;1822570,00;1500100,00;1500100,00;1500100,00;1500100,00;1500100,00
17 = Ordentliche Aufwendungen;2365671,82;2180033,44;2651932,06;2250374,98;2242325,25;2240070,27;2240957,03;2249770,01
18 = Ordentliches Ergebnis (= 10 + 17);1455847,49;1448435,87;2161843,31;1729850,85;1721801,19;1719682,06;1720859,55;1729681,26
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1455847,49;1448435,87;2161843,31;1729850,85;1721801,19;1719682,06;1720859,55;1729681,26
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1455847,49;1448435,87;2161843,31;1729850,85;1721801,19;1719682,06;1720859,55;1729681,26
27 + Erträge aus internen Leistungsbeziehungen;-1118434,20;-1118434,20;-1105865,16;-1085424,00;-1085424,00;-1085424,00;-1085424,00;-1085424,00
28 - Aufwendungen aus internen Leistungsbeziehungen;86743,45;116044,79;101422,86;125775,97;124886,54;124319,89;124033,97;124359,58
29 = Teilergebnis  (= 26, 27, 28);424156,74;446046,46;1157401,01;770202,82;761263,73;758577,95;759469,52;768616,84
