;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-15612,00;-55799,22;-292541,00;-296150,00;-149900,00;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;35,00;-4849,82;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-18544,64;-24766,03;-18796,89;-24459,63;-16963,51;-9370,06;-9081,60;-8977,93
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-34121,64;-85415,07;-311337,89;-320609,63;-166863,51;-9370,06;-9081,60;-8977,93
11 - Personalaufwendungen;257071,04;306304,49;422067,52;503410,12;488830,00;479124,90;473875,28;477594,96
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;5060,71;95726,91;17694,00;129350,00;90050,00;5850,00;5950,00;6100,00
14 - Bilanzielle Abschreibungen;57,25;2528,07;;;;;;
15 - Transferaufwendungen;5612,00;5128,66;;;;;;
16 - Sonstige ordentliche Aufwendungen;49481,11;46239,51;69922,00;75900,00;51450,00;33900,00;33900,00;33900,00
17 = Ordentliche Aufwendungen;317282,11;455927,64;509683,52;708660,12;630330,00;518874,90;513725,28;517594,96
18 = Ordentliches Ergebnis (= 10 + 17);283160,47;370512,57;198345,63;388050,49;463466,49;509504,84;504643,68;508617,03
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);283160,47;370512,57;198345,63;388050,49;463466,49;509504,84;504643,68;508617,03
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);283160,47;370512,57;198345,63;388050,49;463466,49;509504,84;504643,68;508617,03
27 + Erträge aus internen Leistungsbeziehungen;-323908,67;-313405,27;-231078,65;-302022,84;-288212,11;-280496,77;-272099,18;-271778,67
28 - Aufwendungen aus internen Leistungsbeziehungen;67011,12;67559,51;62789,69;85735,89;83570,79;79167,64;79209,05;79375,58
29 = Teilergebnis  (= 26, 27, 28);26262,92;124666,81;30056,67;171763,54;258825,17;308175,71;311753,55;316213,94
