;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;0,00;0,00;;;;
2 + Zuwendungen und allgemeine Umlagen;-3901711,30;-2096418,39;-1713489,59;-2047393,22;-2047393,22;-2047063,27;-2047063,26;-2047063,25
3 + Sonstige Transfererträge;-1408623,84;-1664001,49;-1115500,00;-1200500,00;-1160500,00;-1160500,00;-1160500,00;-1160500,00
4 + Öffentlich-rechtliche Leistungsentgelte;-34133,00;-50331,00;-8300,00;-45450,00;-45450,00;-45450,00;-45450,00;-45450,00
5 + Privatrechtliche Leistungsentgelte;-6503,40;-2515,58;-500,00;-500,00;-500,00;-500,00;-500,00;-500,00
6 + Kostenerstattungen und Kostenumlagen;-55922005,57;-85022895,47;-92294800,00;-103251768,00;-106326043,00;-109655375,00;-109882736,00;-110217749,00
7 + Sonstige ordentliche Erträge;-1759461,03;-4243296,25;-32000,00;-6500,00;-5500,00;-4500,00;-3500,00;-2500,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-63032438,14;-93079458,18;-95164589,59;-106552111,22;-109585386,22;-112913388,27;-113139749,26;-113473762,25
11 - Personalaufwendungen;16882346,84;9306557,92;8770159,89;9216137,21;9123850,29;9100954,97;9121990,03;9232429,08
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;10324486,39;6863739,27;8648026,96;8057189,96;8067038,96;8066106,96;8075561,96;8085236,96
14 - Bilanzielle Abschreibungen;6655,39;5064,67;2791,43;2598,62;2598,59;2268,67;2268,63;972,03
15 - Transferaufwendungen;79029046,49;115058705,79;117727490,00;126967479,00;132164261,00;137517246,00;139928609,00;142372130,00
16 - Sonstige ordentliche Aufwendungen;118084154,76;118944879,02;115471806,00;119252955,00;119202955,00;119152955,00;119202955,00;119252955,00
17 = Ordentliche Aufwendungen;224326689,87;250178946,67;250620274,28;263496359,79;268560703,84;273839531,60;276331384,62;278943723,07
18 = Ordentliches Ergebnis (= 10 + 17);161294251,73;157099488,49;155455684,69;156944248,57;158975317,62;160926143,33;163191635,36;165469960,82
19 + Finanzerträge;;;;-36574,96;-36574,96;-36574,96;-36574,96;-36574,96
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;-36574,96;-36574,96;-36574,96;-36574,96;-36574,96
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);161294251,73;157099488,49;155455684,69;156907673,61;158938742,66;160889568,37;163155060,40;165433385,86
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);161294251,73;157099488,49;155455684,69;156907673,61;158938742,66;160889568,37;163155060,40;165433385,86
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;3225783,06;2564639,36;2424890,22;2150728,38;2135488,32;2123628,15;2117149,98;2120503,66
29 = Teilergebnis  (= 26, 27, 28);164520034,79;159664127,85;157880574,91;159058401,99;161074230,98;163013196,52;165272210,38;167553889,52
