;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-17650433,99;-14905105,36;-12971768,49;-13856999,89;-13681942,52;-12291443,04;-12787851,77;-12693516,33
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-1795345,63;-1900020,77;-1557000,00;-2032000,00;-2182000,00;-2257000,00;-2257000,00;-2257000,00
5 + Privatrechtliche Leistungsentgelte;-3960424,27;-3699884,18;-3754800,00;-3755100,00;-3755100,00;-3755100,00;-3755100,00;-3755100,00
6 + Kostenerstattungen und Kostenumlagen;-91266,42;-80486,43;-23000,00;-15000,00;-15000,00;-15000,00;-15000,00;-15000,00
7 + Sonstige ordentliche Erträge;-524965,47;-771045,78;-26359,91;-26469,86;-25981,56;-25475,04;-25475,05;-25377,20
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-24022435,78;-21356542,52;-18332928,40;-19685569,75;-19660024,08;-18344018,08;-18840426,82;-18745993,53
11 - Personalaufwendungen;5952906,77;6497192,10;6568189,94;6780394,60;6797604,40;6845539,49;6897478,76;6989656,67
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;32882614,19;31001888,88;33125085,70;32548684,00;33294734,00;34063134,00;34620534,00;35221034,00
14 - Bilanzielle Abschreibungen;1865606,47;2243788,23;1509862,83;1696117,92;1477465,30;1254486,03;944434,99;791883,42
15 - Transferaufwendungen;19076086,03;16347824,86;15275000,00;16080600,00;16330600,00;15255600,00;15955600,00;15955600,00
16 - Sonstige ordentliche Aufwendungen;35368348,86;36210518,46;36300998,00;36587810,00;36587810,00;36587810,00;36587810,00;36587810,00
17 = Ordentliche Aufwendungen;95145562,32;92301212,53;92779136,47;93693606,52;94488213,70;94006569,52;95005857,75;95545984,09
18 = Ordentliches Ergebnis (= 10 + 17);71123126,54;70944670,01;74446208,07;74008036,77;74828189,62;75662551,44;76165430,93;76799990,56
19 + Finanzerträge;-1548,03;-1461,05;-1500,00;-171500,00;-171500,00;-171500,00;-171500,00;-171500,00
20 - Zinsen und sonstige Finanzaufwendungen;5765,98;2354,95;;;;;;
21 = Finanzergebnis (= 19 + 20);4217,95;893,90;-1500,00;-171500,00;-171500,00;-171500,00;-171500,00;-171500,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);71127344,49;70945563,91;74444708,07;73836536,77;74656689,62;75491051,44;75993930,93;76628490,56
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);71127344,49;70945563,91;74444708,07;73836536,77;74656689,62;75491051,44;75993930,93;76628490,56
27 + Erträge aus internen Leistungsbeziehungen;-163832,27;-170929,76;-197700,36;-161916,00;-161916,00;-161916,00;-161916,00;-161916,00
28 - Aufwendungen aus internen Leistungsbeziehungen;4976372,61;4727667,87;4323847,65;4216786,00;4230578,31;4246837,61;4258187,31;4286316,85
29 = Teilergebnis  (= 26, 27, 28);75939884,83;75502302,02;78570855,36;77891406,77;78725351,93;79575973,05;80090202,24;80752891,41
