"";"Ergebnis des Vorvorvorjahres #/2011";"Ergebnis des Vorvorjahres #/2012";"Ansatz des Vorjahres #/2013";"Planung des Haushaltsjahres #/2014";"Planung des Haushaltsjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-26,85 EUR";"-26,84 EUR";"-26,85 EUR";"-526,64 EUR";"-526,65 EUR";"-526,64 EUR";"-193,45 EUR";"-26,84 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"-104.083,84 EUR";"-30.615,07 EUR";"-53.208,87 EUR";"-53.990,84 EUR";"-54.605,83 EUR";"-55.235,89 EUR";"-55.460,79 EUR"
"7 + Sonstige ordentliche Erträge";"";"-656,90 EUR";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-26,85 EUR";"-104.767,58 EUR";"-30.641,92 EUR";"-53.735,51 EUR";"-54.517,49 EUR";"-55.132,47 EUR";"-55.429,34 EUR";"-55.487,63 EUR"
"11 - Personalaufwendungen";"2.178.732,93 EUR";"2.328.310,25 EUR";"1.761.496,73 EUR";"1.725.041,28 EUR";"1.744.060,76 EUR";"1.764.441,84 EUR";"1.791.238,18 EUR";"1.819.625,24 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"27.971,76 EUR";"22.003,18 EUR";"29.011,00 EUR";"25.000,00 EUR";"25.700,00 EUR";"26.500,00 EUR";"27.000,00 EUR";"27.500,00 EUR"
"14 - Bilanzielle Abschreibungen";"4.514,02 EUR";"3.318,39 EUR";"89,37 EUR";"579,42 EUR";"579,42 EUR";"540,68 EUR";"199,74 EUR";"33,13 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"25.472,55 EUR";"29.377,89 EUR";"29.265,00 EUR";"29.300,00 EUR";"29.300,00 EUR";"29.300,00 EUR";"29.300,00 EUR";"29.300,00 EUR"
"17 = Ordentliche Aufwendungen";"2.236.691,26 EUR";"2.383.009,71 EUR";"1.819.862,10 EUR";"1.779.920,70 EUR";"1.799.640,18 EUR";"1.820.782,52 EUR";"1.847.737,92 EUR";"1.876.458,37 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"2.236.664,41 EUR";"2.278.242,13 EUR";"1.789.220,18 EUR";"1.726.185,19 EUR";"1.745.122,69 EUR";"1.765.650,05 EUR";"1.792.308,58 EUR";"1.820.970,74 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"2.236.664,41 EUR";"2.278.242,13 EUR";"1.789.220,18 EUR";"1.726.185,19 EUR";"1.745.122,69 EUR";"1.765.650,05 EUR";"1.792.308,58 EUR";"1.820.970,74 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"2.236.664,41 EUR";"2.278.242,13 EUR";"1.789.220,18 EUR";"1.726.185,19 EUR";"1.745.122,69 EUR";"1.765.650,05 EUR";"1.792.308,58 EUR";"1.820.970,74 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"-2.200.516,18 EUR";"-2.329.318,68 EUR";"-1.773.305,93 EUR";"-1.693.688,27 EUR";"-1.711.197,21 EUR";"-1.730.184,20 EUR";"-1.754.894,13 EUR";"-1.781.483,28 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"142.272,10 EUR";"135.856,07 EUR";"127.867,02 EUR";"104.828,53 EUR";"104.820,10 EUR";"104.818,78 EUR";"104.874,00 EUR";"104.956,81 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"178.420,33 EUR";"84.779,52 EUR";"143.781,27 EUR";"137.325,45 EUR";"138.745,58 EUR";"140.284,63 EUR";"142.288,45 EUR";"144.444,27 EUR"
