"";"Ergebnis des Vorvorvorjahres #/2011";"Ergebnis des Vorvorjahres #/2012";"Ansatz des Vorjahres #/2013";"Planung des Haushaltsjahres #/2014";"Planung des Haushaltsjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-954.657,37 EUR";"-505.270,84 EUR";"-2.781.469,48 EUR";"-469.556,59 EUR";"-719.221,35 EUR";"-449.221,04 EUR";"-349.180,98 EUR";"-347.690,65 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-43.216,40 EUR";"-25.292,32 EUR";"-45.000,00 EUR";"-45.000,00 EUR";"-45.000,00 EUR";"-45.000,00 EUR";"-45.000,00 EUR";"-45.000,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"-2.218.587,64 EUR";"-2.429.075,84 EUR";"-2.863.820,00 EUR";"-2.960.360,00 EUR";"-2.960.360,00 EUR";"-2.960.360,00 EUR";"-2.975.360,00 EUR";"-2.975.360,00 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"-221.066,10 EUR";"-328.411,66 EUR";"-140.000,00 EUR";"-280.000,00 EUR";"-280.000,00 EUR";"-280.000,00 EUR";"-280.000,00 EUR";"-280.000,00 EUR"
"7 + Sonstige ordentliche Erträge";"-9.913,87 EUR";"-105.584,54 EUR";"-10.112,28 EUR";"-10.012,28 EUR";"-10.012,28 EUR";"-10.012,27 EUR";"-9.936,45 EUR";"-9.882,35 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-3.447.441,38 EUR";"-3.393.635,20 EUR";"-5.840.401,76 EUR";"-3.764.928,87 EUR";"-4.014.593,63 EUR";"-3.744.593,31 EUR";"-3.659.477,43 EUR";"-3.657.933,00 EUR"
"11 - Personalaufwendungen";"5.763.453,08 EUR";"6.060.969,80 EUR";"6.396.697,37 EUR";"6.173.837,72 EUR";"6.257.132,52 EUR";"6.349.498,99 EUR";"6.432.512,74 EUR";"6.527.920,89 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"7.174.495,62 EUR";"6.712.596,68 EUR";"6.988.170,00 EUR";"7.616.598,00 EUR";"7.687.826,00 EUR";"7.801.954,00 EUR";"7.881.107,00 EUR";"7.962.475,00 EUR"
"14 - Bilanzielle Abschreibungen";"1.035.990,96 EUR";"926.120,06 EUR";"723.709,16 EUR";"646.403,23 EUR";"627.399,33 EUR";"612.921,70 EUR";"510.227,96 EUR";"462.522,39 EUR"
"15 - Transferaufwendungen";"1.282.702,88 EUR";"831.670,70 EUR";"3.180.350,00 EUR";"845.350,00 EUR";"1.095.350,00 EUR";"825.350,00 EUR";"725.350,00 EUR";"725.350,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"11.423.916,44 EUR";"11.243.483,70 EUR";"11.087.775,00 EUR";"11.297.920,00 EUR";"11.134.320,00 EUR";"11.134.320,00 EUR";"11.134.320,00 EUR";"11.134.320,00 EUR"
"17 = Ordentliche Aufwendungen";"26.680.558,98 EUR";"25.774.840,94 EUR";"28.376.701,53 EUR";"26.580.108,95 EUR";"26.802.027,85 EUR";"26.724.044,69 EUR";"26.683.517,70 EUR";"26.812.588,28 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"23.233.117,60 EUR";"22.381.205,74 EUR";"22.536.299,77 EUR";"22.815.180,08 EUR";"22.787.434,22 EUR";"22.979.451,38 EUR";"23.024.040,27 EUR";"23.154.655,28 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"23.233.117,60 EUR";"22.381.205,74 EUR";"22.536.299,77 EUR";"22.815.180,08 EUR";"22.787.434,22 EUR";"22.979.451,38 EUR";"23.024.040,27 EUR";"23.154.655,28 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"23.233.117,60 EUR";"22.381.205,74 EUR";"22.536.299,77 EUR";"22.815.180,08 EUR";"22.787.434,22 EUR";"22.979.451,38 EUR";"23.024.040,27 EUR";"23.154.655,28 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"1.192.989,69 EUR";"1.212.717,16 EUR";"1.101.951,39 EUR";"1.033.568,50 EUR";"1.032.700,82 EUR";"1.034.517,95 EUR";"1.036.064,74 EUR";"1.042.691,50 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"24.426.107,29 EUR";"23.593.922,90 EUR";"23.638.251,16 EUR";"23.848.748,58 EUR";"23.820.135,04 EUR";"24.013.969,33 EUR";"24.060.105,01 EUR";"24.197.346,78 EUR"
