;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-186806,24;-191227,05;-579,53;-4021,79;-4021,78;-4021,79;-3065,18;-609,45
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;-10,00;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-217903,55;-532002,48;-328000,00;-417000,00;-417000,00;-417000,00;-417000,00;-417000,00
7 + Sonstige ordentliche Erträge;-2247,26;-2947,02;-500,00;-750,00;-750,00;-750,00;-750,00;-750,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-406957,05;-726186,55;-329079,53;-421771,79;-421771,78;-421771,79;-420815,18;-418359,45
11 - Personalaufwendungen;1923162,82;2977559,66;1796738,01;2297964,35;2277528,36;2273973,84;2279942,28;2307697,16
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;599128,80;612517,87;499897,56;588570,00;590470,00;602470,00;606620,00;610620,00
14 - Bilanzielle Abschreibungen;498967,53;505871,94;4479,69;6182,90;6182,83;6163,66;5138,24;876,39
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;776152,74;2134774,72;2201789,36;2384480,00;2413480,00;2468480,00;2468480,00;2468480,00
17 = Ordentliche Aufwendungen;3797411,89;6230724,19;4502904,62;5277197,25;5287661,19;5351087,50;5360180,52;5387673,55
18 = Ordentliches Ergebnis (= 10 + 17);3390454,84;5504537,64;4173825,09;4855425,46;4865889,41;4929315,71;4939365,34;4969314,10
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);3390454,84;5504537,64;4173825,09;4855425,46;4865889,41;4929315,71;4939365,34;4969314,10
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);3390454,84;5504537,64;4173825,09;4855425,46;4865889,41;4929315,71;4939365,34;4969314,10
27 + Erträge aus internen Leistungsbeziehungen;-3501929,72;-5473640,79;-4441848,61;-4891131,24;-4872883,92;-4865961,92;-4868969,27;-4886517,66
28 - Aufwendungen aus internen Leistungsbeziehungen;425933,28;556349,15;634487,49;400413,50;398896,09;398329,65;397922,08;398773,22
29 = Teilergebnis  (= 26, 27, 28);314458,40;587246,00;366463,97;364707,72;391901,58;461683,44;468318,15;481569,66
