;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-197018,24;;;;;;;
3 + Sonstige Transfererträge;-5853,00;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-6048,48;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-1818940,88;;;;;;;
7 + Sonstige ordentliche Ertäge;-9408,74;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-2037269,34;;;;;;;
11 - Personalaufwendungen;355008,71;;;;;;;
12 - Versorgungsaufwendungen;0,27;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;777352,41;;;;;;;
14 - Bilanzielle Abschreibungen;468,91;;;;;;;
15 - Transferaufwendungen;7755768,98;;;;;;;
16 - Sonstige ordentliche Aufwendungen;491710,93;;;;;;;
17 = Ordentliche Aufwendungen (Summe 11-16);9380310,21;;;;;;;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);7343040,87;;;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);7343040,87;;;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);7343040,87;;;;;;;
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;229038,78;0,00;;;;;;
29 = Ergebnis  (= 26, 27, 28);7572079,65;0,00;;;;;;
