;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-16760,08;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-19257,65;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-2169,59;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-784,33;;;;;;;
7 + Sonstige ordentliche Ertäge;-118,55;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-39090,20;;;;;;;
11 - Personalaufwendungen;149907,10;;;;;;;
12 - Versorgungsaufwendungen;0,10;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;160846,97;;;;;;;
14 - Bilanzielle Abschreibungen;4479,79;;;;;;;
15 - Transferaufwendungen;445227,79;;;;;;;
16 - Sonstige ordentliche Aufwendungen;281434,00;;;;;;;
17 = Ordentliche Aufwendungen (Summe 11-16);1041895,75;;;;;;;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);1002805,55;;;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);1002805,55;;;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);1002805,55;;;;;;;
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;83106,86;;;;;;;
29 = Ergebnis  (= 26, 27, 28);1085912,41;;;;;;;
