;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-138,04;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-167023,28;0,00;;;;;;
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-167161,32;0,00;;;;;;
11 - Personalaufwendungen;303052,28;;;;;;;
12 - Versorgungsaufwendungen;0,20;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;8860,55;;;;;;;
14 - Bilanzielle Abschreibungen;156,97;;;;;;;
15 - Transferaufwendungen;27669,26;;;;;;;
16 - Sonstige ordentliche Aufwendungen;39378,46;;;;;;;
17 = Ordentliche Aufwendungen (Summe 11-16);379117,72;;;;;;;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);211956,40;0,00;;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);211956,40;0,00;;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);211956,40;0,00;;;;;;
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;88601,41;;;;;;;
29 = Ergebnis  (= 26, 27, 28);300557,81;0,00;;;;;;
