"";"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-284.283,75 EUR";"-276.331,84 EUR";"-580.005,52 EUR";"-404.817,00 EUR";"-410.867,00 EUR";"-410.862,87 EUR";"-410.861,48 EUR";"-410.861,48 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-46.892,11 EUR";"-78.661,26 EUR";"-441.000,00 EUR";"-588.000,00 EUR";"-735.000,00 EUR";"-735.000,00 EUR";"-735.000,00 EUR";"-735.000,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-6.739,07 EUR";"-3.178,16 EUR";"";"";"";"";"";""
"7 + Sonstige ordentliche Ertäge";"0,00 EUR";"-570,35 EUR";"-0,32 EUR";"-0,92 EUR";"-0,92 EUR";"-0,92 EUR";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge (Summe 1-9)";"-337.914,93 EUR";"-358.741,61 EUR";"-1.021.005,84 EUR";"-992.817,92 EUR";"-1.145.867,92 EUR";"-1.145.863,79 EUR";"-1.145.861,48 EUR";"-1.145.861,48 EUR"
"11 - Personalaufwendungen";"84.514,33 EUR";"83.489,01 EUR";"94.397,66 EUR";"311.926,35 EUR";"314.119,00 EUR";"315.433,09 EUR";"317.706,27 EUR";"321.069,28 EUR"
"12 - Versorgungsaufwendungen";"0,06 EUR";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"4.884,26 EUR";"11.045,95 EUR";"13.177,44 EUR";"14.335,52 EUR";"14.419,52 EUR";"14.505,52 EUR";"14.594,52 EUR";"14.686,52 EUR"
"14 - Bilanzielle Abschreibungen";"49,90 EUR";"21,93 EUR";"21,88 EUR";"48,69 EUR";"48,69 EUR";"44,56 EUR";"43,17 EUR";"43,17 EUR"
"15 - Transferaufwendungen";"129.373,67 EUR";"251.903,76 EUR";"1.260.000,00 EUR";"1.680.000,00 EUR";"2.100.000,00 EUR";"2.100.000,00 EUR";"2.100.000,00 EUR";"2.100.000,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"5.734,25 EUR";"6.045,02 EUR";"6.270,00 EUR";"20.830,00 EUR";"21.130,00 EUR";"21.130,00 EUR";"21.130,00 EUR";"21.130,00 EUR"
"17 = Ordentliche Aufwendungen (Summe 11-16)";"224.556,47 EUR";"352.505,67 EUR";"1.373.866,98 EUR";"2.027.140,56 EUR";"2.449.717,21 EUR";"2.451.113,17 EUR";"2.453.473,96 EUR";"2.456.928,97 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"-113.358,46 EUR";"-6.235,94 EUR";"352.861,14 EUR";"1.034.322,64 EUR";"1.303.849,29 EUR";"1.305.249,38 EUR";"1.307.612,48 EUR";"1.311.067,49 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"-113.358,46 EUR";"-6.235,94 EUR";"352.861,14 EUR";"1.034.322,64 EUR";"1.303.849,29 EUR";"1.305.249,38 EUR";"1.307.612,48 EUR";"1.311.067,49 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"-113.358,46 EUR";"-6.235,94 EUR";"352.861,14 EUR";"1.034.322,64 EUR";"1.303.849,29 EUR";"1.305.249,38 EUR";"1.307.612,48 EUR";"1.311.067,49 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"64.460,03 EUR";"65.798,44 EUR";"68.883,37 EUR";"171.748,61 EUR";"171.347,53 EUR";"171.615,14 EUR";"171.695,47 EUR";"171.823,54 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"-48.898,43 EUR";"59.562,50 EUR";"421.744,51 EUR";"1.206.071,25 EUR";"1.475.196,82 EUR";"1.476.864,52 EUR";"1.479.307,95 EUR";"1.482.891,03 EUR"
