;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-179405,22;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-5400,50;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-184805,72;;;;;;;
11 - Personalaufwendungen;1200789,73;;;;;;;
12 - Versorgungsaufwendungen;0,79;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;86509,13;;;;;;;
14 - Bilanzielle Abschreibungen;7523,90;;;;;;;
15 - Transferaufwendungen;1,49;;;;;;;
16 - Sonstige ordentliche Aufwendungen;102396,82;;;;;;;
17 = Ordentliche Aufwendungen (Summe 11-16);1397221,86;;;;;;;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);1212416,14;;;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);1212416,14;;;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);1212416,14;;;;;;;
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;174172,26;;;;;;;
29 = Ergebnis  (= 26, 27, 28);1386588,40;;;;;;;
