;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-57950,35;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-121,08;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-58071,43;;;;;;;
11 - Personalaufwendungen;66079,83;;;;;;;
12 - Versorgungsaufwendungen;0,05;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;13225,27;;;;;;;
14 - Bilanzielle Abschreibungen;346,21;;;;;;;
15 - Transferaufwendungen;184634,86;;;;;;;
16 - Sonstige ordentliche Aufwendungen;7771,10;;;;;;;
17 = Ordentliche Aufwendungen (Summe 11-16);272057,32;;;;;;;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);213985,89;;;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);213985,89;;;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);213985,89;;;;;;;
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;10590,35;;;;;;;
29 = Ergebnis  (= 26, 27, 28);224576,24;;;;;;;
