;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-13395572,65;-14176290,42;-13417039,48;-16607086,98;-16430086,98;-16846041,35;-17216026,11;-17588026,11
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-5362231,87;-5904612,67;-4900000,00;-3345000,00;-3266000,00;-3294000,00;-3273000,00;-3251000,00
5 + Privatrechtliche Leistungsentgelte;-1311,50;-450,00;-2500,00;-2500,00;-2500,00;-2500,00;-2500,00;-2500,00
6 + Kostenerstattungen und Kostenumlagen;-25,55;;;;;;;
7 + Sonstige ordentliche Ertäge;-600000,00;-425930,77;-2502,08;-2,08;-2,08;-2,08;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-19359141,57;-20507283,86;-18322041,56;-19954589,06;-19698589,06;-20142543,43;-20491526,11;-20841526,11
11 - Personalaufwendungen;637679,81;638760,65;720050,11;758632,41;764575,90;768599,41;774839,02;783426,01
12 - Versorgungsaufwendungen;0,52;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;27191,78;31617,60;63852,56;38880,52;39807,52;40761,52;41744,52;42757,52
14 - Bilanzielle Abschreibungen;489,31;191,23;188,63;178,01;178,02;132,38;117,15;117,14
15 - Transferaufwendungen;31362923,58;30373721,82;32508000,00;34168000,00;34547000,00;35518000,00;36360000,00;37220000,00
16 - Sonstige ordentliche Aufwendungen;651998,56;697384,89;259865,00;193990,00;196390,00;196390,00;196390,00;196390,00
17 = Ordentliche Aufwendungen (Summe 11-16);32680283,56;31741676,19;33551956,30;35159680,94;35547951,44;36523883,31;37373090,69;38242690,67
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);13321141,99;11234392,33;15229914,74;15205091,88;15849362,38;16381339,88;16881564,58;17401164,56
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);13321141,99;11234392,33;15229914,74;15205091,88;15849362,38;16381339,88;16881564,58;17401164,56
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);13321141,99;11234392,33;15229914,74;15205091,88;15849362,38;16381339,88;16881564,58;17401164,56
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;540532,95;552133,75;583227,60;522042,83;521127,29;521860,52;522128,97;522498,75
29 = Ergebnis  (= 26, 27, 28);13861674,94;11786526,08;15813142,34;15727134,71;16370489,67;16903200,40;17403693,55;17923663,31
