;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-267,26;-143,13;-86,16;-104,56;-67,56;-30,48;-30,48;-30,48
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-570,00;-150,00;-716,64;-716,64;-716,64;-716,64;-716,64;-716,64
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;-21879,39;-31539,73;-32000,00;-32000,00;-32000,00;-32000,00;-32000,00;-32000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-22716,65;-31832,86;-32802,80;-32821,20;-32784,20;-32747,12;-32747,12;-32747,12
11 - Personalaufwendungen;631468,51;627265,82;675620,82;591975,41;599377,74;606130,47;613268,47;620551,02
12 - Versorgungsaufwendungen;0,40;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;21517,12;23731,35;37899,48;24238,96;24659,44;25092,52;25538,44;25997,92
14 - Bilanzielle Abschreibungen;839,07;693,47;601,92;110,70;73,50;36,42;36,42;36,42
15 - Transferaufwendungen;428938,30;384537,95;500000,00;500000,00;500000,00;500000,00;500000,00;500000,00
16 - Sonstige ordentliche Aufwendungen;73875,94;55150,14;76107,00;64227,44;67283,00;67283,00;67283,00;67283,00
17 = Ordentliche Aufwendungen (Summe 11-16);1156639,34;1091378,73;1290229,22;1180552,51;1191393,68;1198542,41;1206126,33;1213868,36
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);1133922,69;1059545,87;1257426,42;1147731,31;1158609,48;1165795,29;1173379,21;1181121,24
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);1133922,69;1059545,87;1257426,42;1147731,31;1158609,48;1165795,29;1173379,21;1181121,24
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);1133922,69;1059545,87;1257426,42;1147731,31;1158609,48;1165795,29;1173379,21;1181121,24
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;142933,86;122571,13;127086,75;114612,92;114030,32;114765,48;115072,92;115374,16
29 = Ergebnis  (= 26, 27, 28);1276856,55;1182117,00;1384513,17;1262344,23;1272639,80;1280560,77;1288452,13;1296495,40
