;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-64349,37;;;;;;;
3 + Sonstige Transfererträge;-19755,81;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-1635084,71;;;;;;;
7 + Sonstige ordentliche Ertäge;-207649,38;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-1926839,27;;;;;;;
11 - Personalaufwendungen;170751,96;;;;;;;
12 - Versorgungsaufwendungen;0,09;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;7001791,06;;;;;;;
14 - Bilanzielle Abschreibungen;248,19;;;;;;;
15 - Transferaufwendungen;2790556,02;;;;;;;
16 - Sonstige ordentliche Aufwendungen;652948,26;;;;;;;
17 = Ordentliche Aufwendungen (Summe 11-16);10616295,58;;;;;;;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);8689456,31;;;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);8689456,31;;;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);8689456,31;;;;;;;
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;816923,19;;;;;;;
29 = Ergebnis  (= 26, 27, 28);9506379,50;;;;;;;
