;"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-105.443,31 EUR";"-141.806,90 EUR";"-22.014,52 EUR";"-100.966,70 EUR";"-97.769,93 EUR";"-80.831,82 EUR";"-14.092,67 EUR";"-1.464,01 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-376.619,82 EUR";"-283.804,52 EUR";"-460.000,00 EUR";"-360.000,00 EUR";"-360.000,00 EUR";"-360.000,00 EUR";"-360.000,00 EUR";"-360.000,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-222.586,33 EUR";"-184.816,49 EUR";"-210.000,00 EUR";"-210.000,00 EUR";"-210.000,00 EUR";"-210.000,00 EUR";"-210.000,00 EUR";"-210.000,00 EUR"
"7 + Sonstige ordentliche Ertäge";"-618,09 EUR";"";"-500,00 EUR";"-500,00 EUR";"-500,00 EUR";"-500,00 EUR";"-500,00 EUR";"-500,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge (Summe 1-9)";"-705.267,55 EUR";"-610.427,91 EUR";"-692.514,52 EUR";"-671.466,70 EUR";"-668.269,93 EUR";"-651.331,82 EUR";"-584.592,67 EUR";"-571.964,01 EUR"
"11 - Personalaufwendungen";"4.647.247,91 EUR";"4.700.287,77 EUR";"5.327.095,05 EUR";"4.118.287,45 EUR";"4.178.399,94 EUR";"4.236.945,07 EUR";"4.295.851,21 EUR";"4.351.170,25 EUR"
"12 - Versorgungsaufwendungen";"3,25 EUR";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"690.979,03 EUR";"786.286,18 EUR";"741.177,08 EUR";"729.573,60 EUR";"685.661,68 EUR";"706.842,52 EUR";"710.119,00 EUR";"713.493,96 EUR"
"14 - Bilanzielle Abschreibungen";"103.706,27 EUR";"153.234,96 EUR";"109.134,31 EUR";"129.664,97 EUR";"115.285,07 EUR";"93.118,92 EUR";"25.759,01 EUR";"10.026,47 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"257.657,44 EUR";"209.608,25 EUR";"240.361,47 EUR";"238.006,64 EUR";"233.006,64 EUR";"233.006,64 EUR";"233.006,64 EUR";"233.006,64 EUR"
"17 = Ordentliche Aufwendungen (Summe 11-16)";"5.699.593,90 EUR";"5.849.417,16 EUR";"6.417.767,91 EUR";"5.215.532,66 EUR";"5.212.353,33 EUR";"5.269.913,15 EUR";"5.264.735,86 EUR";"5.307.697,32 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"4.994.326,35 EUR";"5.238.989,25 EUR";"5.725.253,39 EUR";"4.544.065,96 EUR";"4.544.083,40 EUR";"4.618.581,33 EUR";"4.680.143,19 EUR";"4.735.733,31 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"4.994.326,35 EUR";"5.238.989,25 EUR";"5.725.253,39 EUR";"4.544.065,96 EUR";"4.544.083,40 EUR";"4.618.581,33 EUR";"4.680.143,19 EUR";"4.735.733,31 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"4.994.326,35 EUR";"5.238.989,25 EUR";"5.725.253,39 EUR";"4.544.065,96 EUR";"4.544.083,40 EUR";"4.618.581,33 EUR";"4.680.143,19 EUR";"4.735.733,31 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"-1.520.338,24 EUR";"-1.576.477,04 EUR";"-1.516.041,00 EUR";"-1.575.996,00 EUR";"-1.575.996,00 EUR";"-1.575.996,00 EUR";"-1.575.996,00 EUR";"-1.575.996,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"978.987,95 EUR";"729.146,24 EUR";"812.879,96 EUR";"623.532,55 EUR";"618.824,67 EUR";"625.750,13 EUR";"628.294,87 EUR";"630.555,88 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"4.452.976,06 EUR";"4.391.658,45 EUR";"5.022.092,35 EUR";"3.591.602,51 EUR";"3.586.912,07 EUR";"3.668.335,46 EUR";"3.732.442,06 EUR";"3.790.293,19 EUR"
