;"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"11.644,27 EUR";"-12.552,62 EUR";"-507,92 EUR";"-7,56 EUR";"-7,56 EUR";"-7,56 EUR";"-7,56 EUR";"-7,56 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-50.634,98 EUR";"-118.845,57 EUR";"-47.600,00 EUR";"-54.400,00 EUR";"-54.400,00 EUR";"-54.400,00 EUR";"-54.400,00 EUR";"-54.400,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-259.503,80 EUR";"-49.808,92 EUR";"-31.950,00 EUR";"-31.950,00 EUR";"-31.950,00 EUR";"-31.950,00 EUR";"-31.950,00 EUR";"-31.950,00 EUR"
"7 + Sonstige ordentliche Ertäge";"-42.835,02 EUR";"10.555,04 EUR";"-5.000,00 EUR";"-5.000,00 EUR";"-5.000,00 EUR";"-5.000,00 EUR";"-5.000,00 EUR";"-5.000,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge (Summe 1-9)";"-341.329,53 EUR";"-170.652,07 EUR";"-85.057,92 EUR";"-91.357,56 EUR";"-91.357,56 EUR";"-91.357,56 EUR";"-91.357,56 EUR";"-91.357,56 EUR"
"11 - Personalaufwendungen";"967.929,04 EUR";"898.703,92 EUR";"982.490,92 EUR";"729.733,66 EUR";"737.689,22 EUR";"744.759,32 EUR";"754.518,45 EUR";"765.865,61 EUR"
"12 - Versorgungsaufwendungen";"0,50 EUR";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"417.956,01 EUR";"180.368,57 EUR";"142.396,04 EUR";"143.505,68 EUR";"143.885,00 EUR";"144.275,80 EUR";"144.678,44 EUR";"145.042,92 EUR"
"14 - Bilanzielle Abschreibungen";"3.307,06 EUR";"2.662,30 EUR";"2.688,72 EUR";"1.450,42 EUR";"574,65 EUR";"556,78 EUR";"360,49 EUR";"347,76 EUR"
"15 - Transferaufwendungen";"235.058,48 EUR";"182.513,04 EUR";"188.645,00 EUR";"188.645,00 EUR";"188.645,00 EUR";"188.645,00 EUR";"188.645,00 EUR";"188.645,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"35.249,58 EUR";"37.671,29 EUR";"43.805,24 EUR";"43.708,08 EUR";"43.708,08 EUR";"43.708,08 EUR";"43.708,08 EUR";"43.708,08 EUR"
"17 = Ordentliche Aufwendungen (Summe 11-16)";"1.659.500,67 EUR";"1.301.919,12 EUR";"1.360.025,92 EUR";"1.107.042,84 EUR";"1.114.501,95 EUR";"1.121.944,98 EUR";"1.131.910,46 EUR";"1.143.609,37 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"1.318.171,14 EUR";"1.131.267,05 EUR";"1.274.968,00 EUR";"1.015.685,28 EUR";"1.023.144,39 EUR";"1.030.587,42 EUR";"1.040.552,90 EUR";"1.052.251,81 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"1.318.171,14 EUR";"1.131.267,05 EUR";"1.274.968,00 EUR";"1.015.685,28 EUR";"1.023.144,39 EUR";"1.030.587,42 EUR";"1.040.552,90 EUR";"1.052.251,81 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"1.318.171,14 EUR";"1.131.267,05 EUR";"1.274.968,00 EUR";"1.015.685,28 EUR";"1.023.144,39 EUR";"1.030.587,42 EUR";"1.040.552,90 EUR";"1.052.251,81 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"264.190,13 EUR";"173.684,86 EUR";"188.564,89 EUR";"256.800,65 EUR";"255.838,36 EUR";"256.742,54 EUR";"257.149,06 EUR";"257.613,45 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"1.582.361,27 EUR";"1.304.951,91 EUR";"1.463.532,89 EUR";"1.272.485,93 EUR";"1.278.982,75 EUR";"1.287.329,96 EUR";"1.297.701,96 EUR";"1.309.865,26 EUR"
