;"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-16.760,08 EUR";"";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-19.257,65 EUR";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"-2.169,59 EUR";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-784,33 EUR";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Ertäge";"-118,55 EUR";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge (Summe 1-9)";"-39.090,20 EUR";"";"";"";"";"";"";""
"11 - Personalaufwendungen";"149.907,10 EUR";"";"";"";"";"";"";""
"12 - Versorgungsaufwendungen";"0,10 EUR";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"160.846,97 EUR";"";"";"";"";"";"";""
"14 - Bilanzielle Abschreibungen";"4.479,79 EUR";"";"";"";"";"";"";""
"15 - Transferaufwendungen";"445.227,79 EUR";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"281.434,00 EUR";"";"";"";"";"";"";""
"17 = Ordentliche Aufwendungen (Summe 11-16)";"1.041.895,75 EUR";"";"";"";"";"";"";""
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"1.002.805,55 EUR";"";"";"";"";"";"";""
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"1.002.805,55 EUR";"";"";"";"";"";"";""
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"1.002.805,55 EUR";"";"";"";"";"";"";""
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"83.106,86 EUR";"";"";"";"";"";"";""
"29 = Ergebnis  (= 26, 27, 28)";"1.085.912,41 EUR";"";"";"";"";"";"";""
