;"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"-285,25 EUR";"-183,72 EUR";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"-275.391,92 EUR";"";"";"";"";"-240.000,00 EUR";""
"7 + Sonstige ordentliche Ertäge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge (Summe 1-9)";"";"-275.677,17 EUR";"-183,72 EUR";"";"";"";"-240.000,00 EUR";""
"11 - Personalaufwendungen";"";"130.916,40 EUR";"135.023,74 EUR";"";"";"";"236.296,21 EUR";""
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"136,12 EUR";"71.998,62 EUR";"2.771,52 EUR";"";"";"";"196.258,96 EUR";""
"14 - Bilanzielle Abschreibungen";"";"938,32 EUR";"709,44 EUR";"";"";"";"";""
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"";"5.895,62 EUR";"5.513,04 EUR";"";"";"";"16.628,48 EUR";""
"17 = Ordentliche Aufwendungen (Summe 11-16)";"136,12 EUR";"209.748,96 EUR";"144.017,74 EUR";"";"";"";"449.183,65 EUR";""
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"136,12 EUR";"-65.928,21 EUR";"143.834,02 EUR";"";"";"";"209.183,65 EUR";""
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"136,12 EUR";"-65.928,21 EUR";"143.834,02 EUR";"";"";"";"209.183,65 EUR";""
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"136,12 EUR";"-65.928,21 EUR";"143.834,02 EUR";"";"";"";"209.183,65 EUR";""
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"1.763,44 EUR";"48.659,78 EUR";"29.505,02 EUR";"";"";"";"21.671,38 EUR";""
"29 = Ergebnis  (= 26, 27, 28)";"1.899,56 EUR";"-17.268,43 EUR";"173.339,04 EUR";"";"";"";"230.855,03 EUR";""
