;"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-2.232,22 EUR";"-6.614,55 EUR";"-1.035,22 EUR";"-1.848,77 EUR";"-1.848,78 EUR";"-1.848,77 EUR";"-1.848,78 EUR";"-1.848,77 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"-61.456,59 EUR";"-63.318,06 EUR";"-40.550,00 EUR";"-43.050,00 EUR";"-43.050,00 EUR";"-43.050,00 EUR";"-43.050,00 EUR";"-43.050,00 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"";"7.226,18 EUR";"";"";"";"";"";""
"7 + Sonstige ordentliche Ertäge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge (Summe 1-9)";"-63.688,81 EUR";"-62.706,43 EUR";"-41.585,22 EUR";"-44.898,77 EUR";"-44.898,78 EUR";"-44.898,77 EUR";"-44.898,78 EUR";"-44.898,77 EUR"
"11 - Personalaufwendungen";"687.824,57 EUR";"720.352,73 EUR";"633.860,35 EUR";"718.279,04 EUR";"730.028,83 EUR";"742.353,99 EUR";"754.890,71 EUR";"766.018,67 EUR"
"12 - Versorgungsaufwendungen";"0,69 EUR";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"128.340,21 EUR";"131.304,28 EUR";"128.500,00 EUR";"151.591,00 EUR";"154.784,00 EUR";"158.588,00 EUR";"162.506,00 EUR";"166.541,00 EUR"
"14 - Bilanzielle Abschreibungen";"13.873,00 EUR";"13.429,77 EUR";"7.830,03 EUR";"9.824,24 EUR";"8.539,23 EUR";"7.706,66 EUR";"7.247,45 EUR";"3.922,23 EUR"
"15 - Transferaufwendungen";"";"59.089,39 EUR";"47.700,00 EUR";"47.700,00 EUR";"47.700,00 EUR";"47.700,00 EUR";"47.700,00 EUR";"47.700,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"206.221,61 EUR";"205.628,48 EUR";"200.293,67 EUR";"204.579,00 EUR";"204.579,00 EUR";"204.579,00 EUR";"204.579,00 EUR";"204.579,00 EUR"
"17 = Ordentliche Aufwendungen (Summe 11-16)";"1.036.260,08 EUR";"1.129.804,65 EUR";"1.018.184,05 EUR";"1.131.973,28 EUR";"1.145.631,06 EUR";"1.160.927,65 EUR";"1.176.923,16 EUR";"1.188.760,90 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"972.571,27 EUR";"1.067.098,22 EUR";"976.598,83 EUR";"1.087.074,51 EUR";"1.100.732,28 EUR";"1.116.028,88 EUR";"1.132.024,38 EUR";"1.143.862,13 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"972.571,27 EUR";"1.067.098,22 EUR";"976.598,83 EUR";"1.087.074,51 EUR";"1.100.732,28 EUR";"1.116.028,88 EUR";"1.132.024,38 EUR";"1.143.862,13 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"972.571,27 EUR";"1.067.098,22 EUR";"976.598,83 EUR";"1.087.074,51 EUR";"1.100.732,28 EUR";"1.116.028,88 EUR";"1.132.024,38 EUR";"1.143.862,13 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"137.878,35 EUR";"109.408,82 EUR";"99.538,88 EUR";"121.698,42 EUR";"121.069,40 EUR";"122.411,08 EUR";"123.131,15 EUR";"123.765,48 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"1.110.449,62 EUR";"1.176.507,04 EUR";"1.076.137,71 EUR";"1.208.772,93 EUR";"1.221.801,68 EUR";"1.238.439,96 EUR";"1.255.155,53 EUR";"1.267.627,61 EUR"
