;"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-134,63 EUR";"-433,74 EUR";"";"-1.406,32 EUR";"-1.406,32 EUR";"-1.381,80 EUR";"-1.041,36 EUR";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-156.767,87 EUR";"-112.706,64 EUR";"-243.900,00 EUR";"-243.900,00 EUR";"-243.900,00 EUR";"-243.900,00 EUR";"-243.900,00 EUR";"-243.900,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Ertäge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge (Summe 1-9)";"-156.902,50 EUR";"-113.140,38 EUR";"-243.900,00 EUR";"-245.306,32 EUR";"-245.306,32 EUR";"-245.281,80 EUR";"-244.941,36 EUR";"-243.900,00 EUR"
"11 - Personalaufwendungen";"323.112,87 EUR";"312.779,08 EUR";"322.702,01 EUR";"164.277,31 EUR";"166.746,55 EUR";"169.180,47 EUR";"171.645,75 EUR";"173.917,55 EUR"
"12 - Versorgungsaufwendungen";"0,20 EUR";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"48.366,29 EUR";"88.789,66 EUR";"61.212,80 EUR";"77.132,48 EUR";"79.202,12 EUR";"81.484,24 EUR";"83.836,16 EUR";"86.257,28 EUR"
"14 - Bilanzielle Abschreibungen";"333,23 EUR";"604,26 EUR";"148,08 EUR";"1.417,71 EUR";"1.409,64 EUR";"1.385,11 EUR";"1.044,67 EUR";"3,32 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"307.411,74 EUR";"257.937,22 EUR";"405.317,70 EUR";"409.283,52 EUR";"409.283,52 EUR";"409.283,52 EUR";"409.283,52 EUR";"409.283,52 EUR"
"17 = Ordentliche Aufwendungen (Summe 11-16)";"679.224,33 EUR";"660.110,22 EUR";"789.380,59 EUR";"652.111,02 EUR";"656.641,83 EUR";"661.333,34 EUR";"665.810,10 EUR";"669.461,67 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"522.321,83 EUR";"546.969,84 EUR";"545.480,59 EUR";"406.804,70 EUR";"411.335,51 EUR";"416.051,54 EUR";"420.868,74 EUR";"425.561,67 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"522.321,83 EUR";"546.969,84 EUR";"545.480,59 EUR";"406.804,70 EUR";"411.335,51 EUR";"416.051,54 EUR";"420.868,74 EUR";"425.561,67 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"522.321,83 EUR";"546.969,84 EUR";"545.480,59 EUR";"406.804,70 EUR";"411.335,51 EUR";"416.051,54 EUR";"420.868,74 EUR";"425.561,67 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"89.764,21 EUR";"72.161,59 EUR";"94.335,85 EUR";"68.985,93 EUR";"68.830,76 EUR";"69.215,42 EUR";"69.427,93 EUR";"69.627,72 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"612.086,04 EUR";"619.131,43 EUR";"639.816,44 EUR";"475.790,63 EUR";"480.166,27 EUR";"485.266,96 EUR";"490.296,67 EUR";"495.189,39 EUR"
