;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-312,54;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-349431,83;-356036,80;-351282,73;-350378,42;-350462,13;-350541,31;-350621,00;-350691,57
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-349744,37;-356036,80;-351282,73;-350378,42;-350462,13;-350541,31;-350621,00;-350691,57
11 - Personalaufwendungen;400686,10;414443,10;417050,36;310985,08;316070,84;321253,24;326497,00;331252,72
12 - Versorgungsaufwendungen;0,23;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;7939,81;6418,13;15023,88;13187,24;13392,44;13603,76;13821,40;14045,48
14 - Bilanzielle Abschreibungen;312,54;;;7,92;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;7363,77;6798,35;9618,12;10065,12;10065,12;10065,12;10065,12;10065,12
17 = Ordentliche Aufwendungen (Summe 11-16);416302,45;427659,58;441692,36;334245,36;339528,40;344922,12;350383,52;355363,32
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);66558,08;71622,78;90409,63;-16133,06;-10933,73;-5619,19;-237,48;4671,75
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);66558,08;71622,78;90409,63;-16133,06;-10933,73;-5619,19;-237,48;4671,75
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);66558,08;71622,78;90409,63;-16133,06;-10933,73;-5619,19;-237,48;4671,75
27 + Erträge aus internen Leistungsbeziehungen;-100223,62;-104746,21;-116165,70;-23922,60;-28425,65;-33372,22;-38366,63;-42922,05
28 - Aufwendungen aus internen Leistungsbeziehungen;40747,60;41616,35;35174,63;41995,59;41664,40;41697,53;41715,41;41730,77
29 = Ergebnis  (= 26, 27, 28);7082,06;8492,92;9418,56;1939,93;2305,02;2706,12;3111,30;3480,47
