;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-182,88;-198,15;-173,16;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-256,17;;-280,50;;;;;
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-439,05;-198,15;-453,66;;;;;
11 - Personalaufwendungen;17726,91;19183,68;21133,20;;;;;
12 - Versorgungsaufwendungen;0,01;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;390,06;604,58;392,40;;;;;
14 - Bilanzielle Abschreibungen;1217,06;1189,56;913,56;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;705,17;713,07;822,31;;;;;
17 = Ordentliche Aufwendungen (Summe 11-16);20039,21;21690,89;23261,47;;;;;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);19600,16;21492,74;22807,81;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);19600,16;21492,74;22807,81;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);19600,16;21492,74;22807,81;;;;;
27 + Erträge aus internen Leistungsbeziehungen;-20781,84;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;2866,60;4344,17;5062,48;;;;;
29 = Ergebnis  (= 26, 27, 28);1684,92;25836,91;27870,29;;;;;
